ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1	"ZNF684"	"ZNF684"	chr1	+	40544396	40545037	40544415	40545037	40541614	40541710	1	2,3,0	0,0,1	2,3,3	1,2,0	117	99	0.573951292506	1.0	1.0,1.0,0.0	0.629,0.559,1.0	-0.063
2	"RNF25"	"RNF25"	chr2	-	218665915	218666084	218665915	218666059	218666158	218666230	2	3,1,2	128,65,111	0,0,1	55,50,39	123	99	0.688829575784	1.0	0.019,0.012,0.014	0.0,0.0,0.02	0.008
4	"IL1RL1"	"IL1RL1"	chr2	+	102343035	102343177	102343077	102343177	102342222	102342294	4	21,8,13	3,0,2	3,0,1	0,0,0	140	99	1	1.0	0.832,1.0,0.821	1.0,NA,1.0	-0.116
6	"EXOC7"	"EXOC7"	chr17	-	76090328	76090481	76090328	76090397	76091142	76091235	6	15,7,5	26,6,19	4,3,0	5,16,5	182	99	0.0780337072493	0.484041811651	0.239,0.388,0.125	0.303,0.093,0.0	0.119
8	"ACTR8"	"ACTR8"	chr3	-	53873031	53873146	53873031	53873127	53874210	53874364	8	2,1,4	45,29,45	1,0,1	38,26,32	117	99	0.064018913984	0.429759932624	0.036,0.028,0.07	0.022,0.0,0.026	0.029
9	"ACTR8"	"ACTR8"	chr3	-	53879938	53880109	53879938	53880072	53881978	53882202	9	54,35,58	2,0,0	55,25,47	1,3,1	135	99	0.327268980124	1.0	0.952,1.0,1.0	0.976,0.859,0.972	0.048
12	"SLC44A2"	"SLC44A2"	chr19	+	10637643	10637747	10637649	10637747	10636661	10636756	12	828,505,797	0,0,0	722,579,711	3,0,0	104	99	1	1.0	1.0,1.0,1.0	0.996,1.0,1.0	0.001
13	"GRIP1"	"GRIP1"	chr12	-	66455408	66455564	66455408	66455561	66456186	66456342	13	9,5,4	3,0,0	2,1,5	2,0,0	101	99	0.489828136844	1.0	0.746,1.0,1.0	0.495,1.0,1.0	0.084
14	"GRIP1"	"GRIP1"	chr12	-	66455408	66455564	66455408	66455561	66462923	66463093	14	1,1,1	0,0,2	0,1,0	0,1,0	101	99	1	1.0	1.0,1.0,0.329	NA,0.495,NA	0.281
19	"MTG1"	"MTG1"	chr10	+	133401528	133402245	133402148	133402245	133399169	133399226	19	10,3,12	0,0,1	5,3,10	1,3,2	198	99	0.00010879893144	0.00458768827572	1.0,1.0,0.857	0.714,0.333,0.714	0.365
20	"MTG1"	"MTG1"	chr10	+	133401528	133402245	133402148	133402245	133399528	133399619	20	91,51,100	5,0,0	75,57,90	0,0,0	198	99	0.55104812136	1.0	0.901,1.0,1.0	1.0,1.0,1.0	-0.033
21	"APH1A"	"APH1A"	chr1	-	150267074	150267254	150267074	150267202	150267355	150267478	21	0,0,3	356,145,320	1,1,2	246,226,221	150	99	1	1.0	0.0,0.0,0.006	0.003,0.003,0.006	-0.002
22	"CEP192"	"CEP192"	chr18	+	13038369	13038579	13038514	13038579	13037236	13037301	22	19,13,20	0,1,0	28,31,14	0,0,0	198	99	1	1.0	1.0,0.867,1.0	1.0,1.0,1.0	-0.044
23	"CEP192"	"CEP192"	chr18	+	13057584	13059312	13059081	13059312	13055779	13056698	23	21,18,18	0,0,0	9,7,15	1,5,2	198	99	1.58089019431e-06	0.000190892490963	1.0,1.0,1.0	0.818,0.412,0.789	0.327
25	"CEP192"	"CEP192"	chr18	+	13116373	13116503	13116376	13116503	13113585	13113705	25	0,0,3	2,0,0	1,2,1	0,0,0	101	99	1	1.0	0.0,NA,1.0	1.0,1.0,1.0	-0.5
26	"CEP192"	"CEP192"	chr18	+	13116373	13116503	13116376	13116503	13114129	13114251	26	20,13,30	14,10,15	38,18,22	13,7,14	101	99	0.259109605427	0.98968320175	0.583,0.56,0.662	0.741,0.716,0.606	-0.086
28	"RIOK3"	"RIOK3"	chr18	+	23479316	23479424	23479325	23479424	23477178	23477268	28	333,193,308	0,0,1	146,120,137	0,0,0	107	99	1	1.0	1.0,1.0,0.997	1.0,1.0,1.0	-0.001
31	"RFXANK"	"RFXANK"	chr19	+	19196962	19197046	19196965	19197046	19193938	19194133	31	232,129,266	290,160,274	119,71,101	139,85,118	101	99	0.91745218973	1.0	0.44,0.441,0.488	0.456,0.45,0.456	0.002
32	"WDR31"	"WDR31"	chr9	-	113330983	113331116	113330983	113331113	113331906	113332050	32	0,1,0	0,0,0	0,0,1	1,0,0	101	99	1	1.0	NA,1.0,NA	0.0,NA,1.0	0.5
33	"PFAS"	"PFAS"	chr17	+	8253841	8254079	8253858	8254079	8249285	8249339	33	0,0,0	73,51,71	0,1,0	57,47,36	115	99	1	1.0	0.0,0.0,0.0	0.0,0.018,0.0	-0.006
34	"PFAS"	"PFAS"	chr17	+	8266500	8266898	8266752	8266898	8266233	8266353	34	5,4,16	50,25,72	6,4,0	27,22,21	198	99	0.384499280119	1.0	0.048,0.074,0.1	0.1,0.083,0.0	0.013
