ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
3	"CFAP69"	"CFAP69"	chr7	+	90268285	90268384	90268285	90268330	90271525	90271675	3	0,0,0	0,2,0	1,0,0	0,0,0	153	99	1	1.0	NA,0.0,NA	1.0,NA,NA	-1.0
4	"MBD4"	"MBD4"	chr3	-	129436442	129437308	129436460	129437308	129434061	129434136	4	108,49,102	227,126,240	51,29,48	73,58,81	117	99	0.04422831976	0.268507738543	0.287,0.248,0.264	0.372,0.297,0.334	-0.068
5	"MBD4"	"MBD4"	chr3	-	129437719	129437950	129437807	129437950	129434061	129434136	5	209,98,158	2,2,1	80,39,76	0,0,0	187	99	0.53968218539	1.0	0.982,0.963,0.988	1.0,1.0,1.0	-0.022
8	"RNF25"	"RNF25"	chr2	-	218668238	218668341	218668278	218668341	218668078	218668146	8	156,89,144	0,2,2	74,59,83	1,0,3	139	99	0.448613295557	1.0	1.0,0.969,0.981	0.981,1.0,0.952	0.006
9	"SLC44A2"	"SLC44A2"	chr19	+	10625519	10625670	10625519	10625549	10626252	10626301	9	853,572,829	3,0,0	782,565,854	0,2,0	220	99	1	1.0	0.992,1.0,1.0	1.0,0.992,1.0	0.0
10	"SLC44A2"	"SLC44A2"	chr19	+	10634755	10635073	10634755	10634887	10635162	10635255	10	1220,731,1405	4,1,2	977,757,928	1,2,0	285	99	1	1.0	0.991,0.996,0.996	0.997,0.992,1.0	-0.002
11	"SLC44A2"	"SLC44A2"	chr19	+	10634755	10635073	10634755	10634887	10636322	10636585	11	105,55,89	2,2,1	52,31,46	1,0,1	285	99	1	1.0	0.948,0.905,0.969	0.948,1.0,0.941	-0.022
12	"NTMT1"	"NTMT1"	chr9	+	129632649	129632865	129632649	129632801	129634053	129634306	12	359,188,348	83,37,49	283,223,227	26,7,22	163	99	3.30009432115e-07	2.24195922151e-05	0.724,0.755,0.812	0.869,0.951,0.862	-0.13
13	"PARL"	"PARL"	chr3	-	183862696	183862801	183862752	183862801	183844230	183844326	13	35,18,45	110,83,98	14,6,13	110,86,89	155	99	2.04628232947e-06	0.000107177933628	0.169,0.122,0.227	0.075,0.043,0.085	0.105
14	"DIS3L2"	"DIS3L2"	chr2	+	232130618	232130943	232130618	232130719	232163458	232163632	14	3,3,4	1,5,1	2,3,3	2,2,2	323	99	0.692337614632	1.0	0.479,0.155,0.551	0.235,0.315,0.315	0.107
15	"MTG1"	"MTG1"	chr10	+	133399528	133399653	133399528	133399619	133402148	133402773	15	4,1,2	5,0,0	1,2,1	0,0,0	133	99	0.0294009872767	0.204781295102	0.373,1.0,1.0	1.0,1.0,1.0	-0.209
16	"RIOK3"	"RIOK3"	chr18	+	23473428	23473626	23473428	23473483	23474947	23475107	16	212,105,217	4,3,1	103,118,111	0,1,0	242	99	0.0967490482042	0.459334318687	0.956,0.935,0.989	1.0,0.98,1.0	-0.033
18	"ZNF101"	"ZNF101"	chr19	+	19677863	19677990	19677863	19677986	19678725	19678786	18	44,13,21	23,9,22	13,18,20	3,8,8	103	99	0.0476859397915	0.28516350684	0.648,0.581,0.478	0.806,0.684,0.706	-0.163
22	"WDR31"	"WDR31"	chr9	-	113331906	113332050	113331977	113332050	113330983	113331116	22	1,4,4	1,0,0	5,0,7	0,0,0	170	99	1	1.0	0.368,1.0,1.0	1.0,NA,1.0	-0.211
