"ID"	"GeneID"	"geneSymbol"	"chr"	"strand"	"riExonStart_0base"	"riExonEnd"	"upstreamES"	"upstreamEE"	"downstreamES"	"downstreamEE"	"ID.1"	"IJC_SAMPLE_1"	"SJC_SAMPLE_1"	"IJC_SAMPLE_2"	"SJC_SAMPLE_2"	"IncFormLen"	"SkipFormLen"	"PValue"	"FDR"	"IncLevel1"	"IncLevel2"	"IncLevelDifference"
2907	"RPL8"	"RPL8"	chr8	-	144791276	144791495	144791276	144791307	144791370	144791495	2907	11271,7883,6294	0,0,0	10168,7609,8646	1,0,473	161	99	3.09563485956e-12	8.07410271974e-09	1.0,1.0,1.0	1.0,1.0,0.918	0.027
6547	"CASP1"	"CASP1"	chr11	-	105025507	105026356	105025507	105025600	105026225	105026356	6547	3,1,2	0,0,0	2,4,2	3,2,5	198	99	4.63895588609e-12	8.07410271974e-09	1.0,1.0,1.0	0.25,0.5,0.167	0.694
49	"NELL2"	"NELL2"	chr12	-	44875814	44876315	44875814	44875900	44876293	44876315	49	2,1,5	1,0,0	0,0,0	1,1,2	198	99	4.74518202509e-11	5.50599287645e-08	0.5,1.0,1.0	0.0,0.0,0.0	0.833
2458	"CD55"	"CD55"	chr1	+	207336692	207337409	207336692	207336818	207337328	207337409	2458	10,8,12	526,355,262	14,14,13	94,86,98	198	99	1.87589388467e-10	1.48496708263e-07	0.009,0.011,0.022	0.069,0.075,0.062	-0.055
3414	"FLII"	"FLII"	chr17	-	18245743	18246062	18245743	18245850	18245933	18246062	3414	15,16,12	141,103,98	4,0,2	196,119,147	181	99	2.13296047491e-10	1.48496708263e-07	0.055,0.078,0.063	0.011,0.0,0.007	0.059
4960	"CAPN2"	"CAPN2"	chr1	+	223769840	223770525	223769840	223769909	223770446	223770525	4960	35,17,31	241,139,153	12,7,12	273,219,278	198	99	5.06298447611e-10	2.93737482689e-07	0.068,0.058,0.092	0.022,0.016,0.021	0.053
1557	"OGT"	"OGT"	chrX	+	71544566	71548023	71544566	71544635	71547906	71548023	1557	37,32,23	28,16,16	23,15,11	48,45,56	198	99	6.23434526226e-10	3.10025083685e-07	0.398,0.5,0.418	0.193,0.143,0.089	0.297
1986	"OGFOD2"	"OGFOD2"	chr12	+	122975810	122976767	122975810	122975867	122976600	122976767	1986	10,3,4	0,1,0	1,0,3	2,3,6	198	99	2.02472738575e-09	8.81009503724e-07	1.0,0.6,1.0	0.2,0.0,0.2	0.733
6128	"AMT"	"AMT"	chr3	-	49419709	49420342	49419709	49419788	49420210	49420342	6128	1,4,3	0,2,0	0,0,0	1,1,1	198	99	2.7840283412e-09	1.07680029508e-06	1.0,0.5,1.0	0.0,0.0,0.0	0.833
5480	"RBM25"	"RBM25"	chr14	+	73099666	73103478	73099666	73099750	73103191	73103478	5480	23,28,10	97,93,69	13,11,19	229,176,206	198	99	1.30278230426e-07	4.53498520113e-05	0.106,0.131,0.068	0.028,0.03,0.044	0.068
952	"ANKRD52"	"ANKRD52"	chr12	-	56237806	56243392	56237806	56237968	56243237	56243392	952	38,30,33	4,3,8	46,31,58	0,0,1	198	99	2.47624389771e-07	6.8247419476e-05	0.826,0.833,0.673	1.0,1.0,0.967	-0.212
4161	"HTRA2"	"HTRA2"	chr2	+	74531338	74531702	74531338	74531411	74531596	74531702	4161	11,10,9	0,1,0	16,9,9	9,3,4	198	99	2.54874017003e-07	6.8247419476e-05	1.0,0.833,1.0	0.471,0.6,0.529	0.411
5756	"C5orf45"	"C5orf45"	chr5	-	179853196	179853437	179853196	179853276	179853377	179853437	5756	5,3,0	4,8,6	5,3,2	0,1,0	198	99	2.27092414429e-07	6.8247419476e-05	0.385,0.158,0.0	1.0,0.6,1.0	-0.686
