"ID"	"GeneID"	"geneSymbol"	"chr"	"strand"	"riExonStart_0base"	"riExonEnd"	"upstreamES"	"upstreamEE"	"downstreamES"	"downstreamEE"	"ID.1"	"IJC_SAMPLE_1"	"SJC_SAMPLE_1"	"IJC_SAMPLE_2"	"SJC_SAMPLE_2"	"IncFormLen"	"SkipFormLen"	"PValue"	"FDR"	"IncLevel1"	"IncLevel2"	"IncLevelDifference"
6547	"CASP1"	"CASP1"	chr11	-	105025507	105026356	105025507	105025600	105026225	105026356	6547	25,12,6	0,0,0	11,9,9	3,2,5	724	99	3.65152352799e-13	3.24894305903e-10	1.0,1.0,1.0	0.334,0.381,0.198	0.696
1557	"OGT"	"OGT"	chrX	+	71544566	71548023	71544566	71544635	71547906	71548023	1557	554,453,427	28,16,16	364,315,325	48,45,56	3370	99	4.81281681175e-13	3.33817621693e-10	0.368,0.454,0.439	0.182,0.171,0.146	0.254
2979	"ACAD11"	"ACAD11"	chr3	-	132578795	132579558	132578795	132579056	132579491	132579558	2979	6,3,2	0,0,0	4,5,7	3,1,5	534	99	5.62772051182e-13	3.33817621693e-10	1.0,1.0,1.0	0.198,0.481,0.206	0.705
2907	"RPL8"	"RPL8"	chr8	-	144791276	144791495	144791276	144791307	144791370	144791495	2907	11271,7883,6294	0,0,0	10168,7609,8646	1,0,473	162	99	2.97473157218e-12	1.51243852363e-09	1.0,1.0,1.0	1.0,1.0,0.918	0.027
3414	"FLII"	"FLII"	chr17	-	18245743	18246062	18245743	18245850	18245933	18246062	3414	15,16,12	141,103,98	4,0,2	196,119,147	182	99	2.21065943329e-10	9.83467115385e-08	0.055,0.078,0.062	0.011,0.0,0.007	0.059
5577	"EFCAB12"	"EFCAB12"	chr3	-	129411157	129415401	129411157	129411354	129415244	129415401	5577	15,7,6	0,0,0	16,13,6	0,6,2	3989	99	2.11919037874e-09	8.38022061993e-07	1.0,1.0,1.0	1.0,0.051,0.069	0.627
3833	"SPINT2"	"SPINT2"	chr19	+	38290536	38292468	38290536	38290575	38291839	38292468	3833	246,172,145	1185,823,649	320,225,300	859,607,748	1363	99	1.51902086465e-08	5.40619525729e-06	0.015,0.015,0.016	0.026,0.026,0.028	-0.011
4380	"TAB3"	"TAB3"	chrX	-	30842965	30846644	30842965	30843049	30846550	30846644	4380	62,52,55	67,30,29	37,13,33	55,42,79	3600	99	3.41431296569e-08	1.10468544044e-05	0.025,0.045,0.05	0.018,0.008,0.011	0.028
49	"NELL2"	"NELL2"	chr12	-	44875814	44876315	44875814	44875900	44876293	44876315	49	3,1,6	1,0,0	0,0,1	1,1,2	492	99	4.3177764808e-08	1.28058054126e-05	0.376,1.0,1.0	0.0,0.0,0.091	0.762
4646	"N6AMT1"	"N6AMT1"	chr21	-	28872190	28876491	28872190	28872739	28876311	28876491	4646	220,167,161	0,0,0	243,187,258	6,1,3	3671	99	7.95541410525e-08	2.12380797381e-05	1.0,1.0,1.0	0.522,0.835,0.699	0.315
6128	"AMT"	"AMT"	chr3	-	49419709	49420342	49419709	49419788	49420210	49420342	6128	8,5,6	0,2,0	0,1,0	1,1,1	521	99	8.35440057134e-08	2.12380797381e-05	1.0,0.322,1.0	0.0,0.16,0.0	0.721
4728	"AQP3"	"AQP3"	chr9	-	33442851	33443458	33442851	33442970	33443178	33443458	4728	29,17,14	4,11,1	6,5,2	0,0,0	307	99	1.18013783634e-07	2.80007370636e-05	0.7,0.333,0.819	1.0,1.0,1.0	-0.383
4161	"HTRA2"	"HTRA2"	chr2	+	74531338	74531702	74531338	74531411	74531596	74531702	4161	25,23,17	0,1,0	28,22,13	9,3,4	284	99	1.32084456816e-07	2.9380536363e-05	1.0,0.889,1.0	0.52,0.719,0.531	0.373
5764	"PFKM"	"PFKM"	chr12	+	48134942	48135383	48134942	48135038	48135290	48135383	5764	0,5,1	53,50,36	15,7,13	57,31,30	351	99	1.62574065543e-07	3.40353587804e-05	0.0,0.027,0.008	0.069,0.06,0.109	-0.068
5756	"C5orf45"	"C5orf45"	chr5	-	179853196	179853437	179853196	179853276	179853377	179853437	5756	5,3,0	4,8,6	5,3,2	0,1,0	200	99	2.31641356652e-07	4.58006437958e-05	0.382,0.157,0.0	1.0,0.598,1.0	-0.686
4820	"CSRP1"	"CSRP1"	chr1	-	201485282	201488984	201485282	201485376	201488854	201488984	4820	363,353,194	672,487,363	115,77,70	360,290,273	3577	99	2.56407734822e-07	4.80292172753e-05	0.015,0.02,0.015	0.009,0.007,0.007	0.009
2455	"CYP1A1"	"CYP1A1"	chr15	-	74720719	74721053	74720719	74720774	74720966	74721053	2455	68,43,50	217,128,126	0,0,0	9,11,4	291	99	6.03027996871e-07	0.000107308832043	0.096,0.103,0.119	0.0,0.0,0.0	0.106
5029	"ANKZF1"	"ANKZF1"	chr2	+	219234132	219235312	219234132	219234288	219234825	219235312	5029	68,42,51	37,31,31	41,28,30	58,47,53	636	99	1.12088461957e-06	0.000189963255288	0.222,0.174,0.204	0.099,0.085,0.081	0.112
1143	"SLC52A3"	"SLC52A3"	chr20	-	760079	761824	760079	761238	761700	761824	1143	47,31,33	7,8,4	38,26,35	0,1,1	561	99	1.44729286522e-06	0.000223952839449	0.542,0.406,0.593	1.0,0.821,0.861	-0.38
3653	"ACADVL"	"ACADVL"	chr17	+	7223812	7224069	7223812	7223875	7223967	7224069	3653	39,41,19	592,435,374	15,9,21	621,449,541	191	99	1.42909621392e-06	0.000223952839449	0.033,0.047,0.026	0.012,0.01,0.02	0.021
952	"ANKRD52"	"ANKRD52"	chr12	-	56237806	56243392	56237806	56237968	56243237	56243392	952	2420,1838,1572	4,3,8	2853,1971,2701	0,0,1	5368	99	1.62085749633e-06	0.00024035965956	0.918,0.919,0.784	1.0,1.0,0.98	-0.12
1620	"ICOSLG"	"ICOSLG"	chr21	-	44226833	44230089	44226833	44229044	44230053	44230089	1620	7,5,6	3,2,0	6,4,2	0,0,0	1108	99	2.20075700763e-06	0.000313299767606	0.173,0.183,1.0	1.0,1.0,1.0	-0.548
3276	"SLC25A3"	"SLC25A3"	chr12	+	98593624	98594135	98593624	98593740	98593974	98594135	3276	116,105,74	794,549,568	182,156,189	724,508,781	333	99	2.35181899655e-06	0.000321927838797	0.042,0.054,0.037	0.07,0.084,0.067	-0.029
1084	"PTK7"	"PTK7"	chr6	+	43142171	43143620	43142171	43142299	43143416	43143620	1084	48,44,39	137,73,87	100,48,62	79,59,78	1216	99	2.54565476576e-06	0.000335555011531	0.028,0.047,0.035	0.093,0.062,0.061	-0.035
3190	"PNPLA7"	"PNPLA7"	chr9	-	137478033	137479238	137478033	137478152	137479055	137479238	3190	1,3,2	1,3,0	2,5,1	0,0,0	1002	99	3.04647911997e-06	0.000383901202936	0.09,0.09,1.0	1.0,1.0,1.0	-0.607
3912	"BRAT1"	"BRAT1"	chr7	-	2539785	2541052	2539785	2539888	2540978	2541052	3912	93,60,66	184,132,102	162,94,128	153,90,143	1189	99	3.12816377779e-06	0.000383901202936	0.04,0.036,0.051	0.081,0.08,0.069	-0.034
