"ID"	"GeneID"	"geneSymbol"	"chr"	"strand"	"X1stExonStart_0base"	"X1stExonEnd"	"X2ndExonStart_0base"	"X2ndExonEnd"	"upstreamES"	"upstreamEE"	"downstreamES"	"downstreamEE"	"ID.1"	"IJC_SAMPLE_1"	"SJC_SAMPLE_1"	"IJC_SAMPLE_2"	"SJC_SAMPLE_2"	"IncFormLen"	"SkipFormLen"	"PValue"	"FDR"	"IncLevel1"	"IncLevel2"	"IncLevelDifference"
2637	"TCEA1"	"TCEA1"	chr8	-	53993667	53993755	53999944	54000050	53988113	53988259	54010429	54010492	2637	0,0,9	190,249,121	10,77,64	299,158,167	205	187	7.81597009336e-14	6.36532604403e-10	0.0,0.0,0.064	0.03,0.308,0.259	-0.178
9402	"GPI"	"GPI"	chr19	+	34381465	34381519	34393247	34393308	34379517	34379562	34393727	34393771	9402	123,1,1	1281,1380,756	2,1,0	1380,943,822	153	160	9.03832564347e-13	3.68040620202e-09	0.091,0.001,0.001	0.002,0.001,0.0	0.03
7476	"ANXA2"	"ANXA2"	chr15	-	60393037	60393440	60397257	60397338	60390212	60390317	60397942	60397974	7476	206,303,156	77,86,46	285,171,208	219,130,127	180	502	1.63242530604e-10	4.43149056413e-07	0.882,0.908,0.904	0.784,0.786,0.82	0.101
6514	"DHRS4"	"DHRS4"	chr14	+	23959901	23960003	23965761	23965832	23955034	23955212	23965931	23965983	6514	23,15,19	0,0,0	43,36,25	24,12,4	201	170	4.43104442027e-10	9.02160643967e-07	1.0,1.0,1.0	0.602,0.717,0.841	0.28
1921	"LSM14A"	"LSM14A"	chr19	+	34208928	34209051	34215123	34215300	34196633	34196763	34215595	34215661	1921	0,6,0	4,7,3	56,2,1	0,1,1	222	276	1.80902767211e-08	2.94654427233e-05	0.0,0.516,0.0	1.0,0.713,0.554	-0.584
6378	"TBC1D15"	"TBC1D15"	chr12	+	71841100	71841231	71861404	71861496	71839758	71839811	71872069	71872168	6378	0,3,1	4,1,2	3,3,2	0,0,0	230	191	4.82182509476e-08	6.54482392862e-05	0.0,0.714,0.293	1.0,1.0,1.0	-0.664
3019	"PRKCQ"	"PRKCQ"	chr10	-	6430809	6430938	6441892	6442081	6427142	6428362	6456673	6456812	3019	1,6,2	2,3,0	0,0,0	3,1,3	288	228	4.7247830115e-07	0.000488407483831	0.284,0.613,1.0	0.0,0.0,0.0	0.632
5961	"PCSK7"	"PCSK7"	chr11	-	117207066	117207160	117207653	117207735	117206680	117206798	117207969	117208064	5961	1,8,1	5,5,1	0,0,0	1,4,3	181	193	4.79771595119e-07	0.000488407483831	0.176,0.63,0.516	0.0,0.0,0.0	0.441
50	"TM4SF19-TCTEX1D2"	"TM4SF19-TCTEX1D2"	chr3	-	196324270	196324440	196327389	196327591	196323743	196323997	196338263	196338373	50	0,2,0	11,7,3	12,17,12	20,10,13	301	269	7.46163973497e-07	0.000675195488907	0.0,0.203,0.0	0.349,0.603,0.452	-0.4
3377	"LMLN"	"LMLN"	chr3	+	198003014	198003125	198019252	198019385	197999265	197999342	198021445	198021605	3377	1,0,0	3,4,4	8,8,2	6,8,2	210	232	8.96835948394e-07	0.000730383196372	0.269,0.0,0.0	0.596,0.525,0.525	-0.459
7636	"EPB41L1"	"EPB41L1"	chr20	+	36122678	36122747	36125422	36125527	36121721	36121816	36173763	36173954	7636	0,7,1	4,7,4	11,2,5	0,2,0	168	204	3.28128691029e-06	0.00242934550885	0.0,0.548,0.233	1.0,0.548,1.0	-0.589
8170	"TMBIM6"	"TMBIM6"	chr12	+	49743416	49743565	49744412	49744542	49741956	49742115	49752463	49752549	8170	7,0,0	13,3,12	15,7,4	0,8,0	248	229	3.94735567599e-06	0.00267893871877	0.332,0.0,0.0	1.0,0.447,1.0	-0.705
1908	"TFDP2"	"TFDP2"	chr3	-	142054114	142054149	142093060	142093127	142005440	142005544	142101734	142101841	1908	94,68,37	1,0,1	114,79,43	9,6,6	166	134	4.46875546356e-06	0.00279950342271	0.987,1.0,0.968	0.911,0.914,0.853	0.092
6896	"ABHD18"	"ABHD18"	chr4	+	128028474	128028853	128030509	128030672	128020079	128020169	128035761	128036286	6896	44,55,33	32,37,16	76,43,45	15,11,9	478	262	5.50910246599e-06	0.00320472360593	0.43,0.449,0.531	0.735,0.682,0.733	-0.247
1376	"NEDD4L"	"NEDD4L"	chr18	+	58245426	58245508	58248898	58248937	58195389	58195733	58252000	58252054	1376	17,16,1	78,65,48	3,2,1	74,66,44	181	138	6.94302485515e-06	0.0036669975224	0.142,0.158,0.016	0.03,0.023,0.017	0.082
3800	"HSCB"	"HSCB"	chr22	+	28745863	28746008	28751240	28751288	28743881	28743978	28757077	28757210	3800	5,10,8	2,3,4	6,0,1	18,5,3	244	147	7.54823364546e-06	0.0036669975224	0.601,0.668,0.546	0.167,0.0,0.167	0.494
6829	"TM4SF19"	"TM4SF19"	chr3	-	196324274	196324440	196327389	196327591	196323743	196323997	196338263	196338388	6829	0,2,0	4,4,2	12,17,12	14,6,3	301	265	7.65458716612e-06	0.0036669975224	0.0,0.306,0.0	0.43,0.714,0.779	-0.539
3361	"SVIL"	"SVIL"	chr10	-	29532528	29533458	29535988	29536069	29532001	29532172	29550596	29551263	3361	0,0,0	9,17,5	3,1,3	44,21,24	180	1029	1.02057165358e-05	0.0046175197482	0.0,0.0,0.0	0.28,0.214,0.417	-0.304
