"ID"	"GeneID"	"geneSymbol"	"chr"	"strand"	"X1stExonStart_0base"	"X1stExonEnd"	"X2ndExonStart_0base"	"X2ndExonEnd"	"upstreamES"	"upstreamEE"	"downstreamES"	"downstreamEE"	"ID.1"	"IJC_SAMPLE_1"	"SJC_SAMPLE_1"	"IJC_SAMPLE_2"	"SJC_SAMPLE_2"	"IncFormLen"	"SkipFormLen"	"PValue"	"FDR"	"IncLevel1"	"IncLevel2"	"IncLevelDifference"
2637	"TCEA1"	"TCEA1"	chr8	-	53993667	53993755	53999944	54000050	53988113	53988259	54010429	54010492	2637	0,0,9	190,249,121	10,77,64	299,158,167	198	186	1.35780275912e-13	1.09167341833e-09	0.0,0.0,0.065	0.03,0.314,0.265	-0.181
9402	"GPI"	"GPI"	chr19	+	34381465	34381519	34393247	34393308	34379517	34379562	34393727	34393771	9402	123,1,1	1281,1380,756	2,1,0	1380,943,822	152	159	9.02944385928e-13	3.62983643143e-09	0.091,0.001,0.001	0.002,0.001,0.0	0.03
1921	"LSM14A"	"LSM14A"	chr19	+	34208928	34209051	34215123	34215300	34196633	34196763	34215595	34215661	1921	0,5,0	3,6,3	55,2,1	0,1,0	198	198	2.57958654437e-10	5.18496895418e-07	0.0,0.455,0.0	1.0,0.667,1.0	-0.737
8043	"RBPJ"	"RBPJ"	chr4	+	26320699	26320815	26362445	26362628	26319661	26319770	26386352	26386391	8043	14,6,7	26,42,17	0,0,0	32,23,33	198	198	2.4010671229e-10	5.18496895418e-07	0.35,0.125,0.292	0.0,0.0,0.0	0.256
6514	"DHRS4"	"DHRS4"	chr14	+	23959901	23960003	23965761	23965832	23955034	23955212	23965931	23965983	6514	23,15,19	0,0,0	43,36,25	24,12,4	198	169	4.48312831303e-10	7.20887032735e-07	1.0,1.0,1.0	0.605,0.719,0.842	0.278
9217	"AKR1C2"	"AKR1C2"	chr10	-	5001513	5001681	5003751	5003922	4998624	4998747	5017899	5017955	9217	11,3,0	292,463,283	4,15,6	112,74,60	198	198	2.11736846945e-08	2.83727374906e-05	0.036,0.006,0.0	0.034,0.169,0.091	-0.084
8170	"TMBIM6"	"TMBIM6"	chr12	+	49743416	49743565	49744412	49744542	49741956	49742115	49752463	49752549	8170	1,0,0	9,2,12	8,1,4	0,6,0	198	198	3.64704498823e-08	4.1888916722e-05	0.1,0.0,0.0	1.0,0.143,1.0	-0.681
50	"TM4SF19-TCTEX1D2"	"TM4SF19-TCTEX1D2"	chr3	-	196324270	196324440	196327389	196327591	196323743	196323997	196338263	196338373	50	0,0,0	4,6,2	5,9,5	10,8,10	198	198	5.30470397608e-08	5.33122749596e-05	0.0,0.0,0.0	0.333,0.529,0.333	-0.398
142	"NFYC"	"NFYC"	chr1	+	40723688	40723792	40735600	40735750	40723207	40723274	40738835	40738948	142	1,0,0	3,2,2	2,3,4	3,0,0	198	198	6.85623182672e-08	6.12490043187e-05	0.25,0.0,0.0	0.4,1.0,1.0	-0.717
7476	"ANXA2"	"ANXA2"	chr15	-	60393037	60393440	60397257	60397338	60390212	60390317	60397942	60397974	7476	206,303,156	13,26,9	285,171,208	61,23,45	179	198	1.07511409775e-07	8.64391734591e-05	0.946,0.928,0.95	0.838,0.892,0.836	0.086
328	"UBE2V1"	"UBE2V1"	chr20	-	50098881	50098981	50111288	50111562	50096671	50096820	50113106	50113198	328	6,4,4	3,2,3	1,0,0	7,1,2	198	198	2.00524370886e-07	0.000129419352445	0.667,0.667,0.571	0.125,0.0,0.0	0.593
6378	"TBC1D15"	"TBC1D15"	chr12	+	71841100	71841231	71861404	71861496	71839758	71839811	71872069	71872168	6378	0,3,1	4,1,2	2,2,2	0,0,0	198	190	2.09260146988e-07	0.000129419352445	0.0,0.742,0.324	1.0,1.0,1.0	-0.645
9266	"LINC01128"	"LINC01128"	chr1	+	829002	829104	847653	847806	827672	827775	851926	852110	9266	44,22,14	10,19,10	21,22,17	2,1,0	198	198	1.95270644099e-07	0.000129419352445	0.815,0.537,0.583	0.913,0.957,1.0	-0.312
7348	"AMDHD1"	"AMDHD1"	chr12	+	95954910	95954975	95956684	95956962	95952716	95952823	95960397	95960623	7348	2,2,1	0,0,1	1,1,1	6,3,3	163	198	3.43034905592e-07	0.000197000045783	1.0,1.0,0.548	0.168,0.288,0.288	0.601
5961	"PCSK7"	"PCSK7"	chr11	-	117207066	117207160	117207653	117207735	117206680	117206798	117207969	117208064	5961	1,8,1	5,5,1	0,0,0	1,4,3	180	192	4.78926133085e-07	0.000256704407334	0.176,0.631,0.516	0.0,0.0,0.0	0.441
7502	"PSMD5-AS1"	"PSMD5-AS1"	chr9	+	120844992	120845196	120847293	120847353	120844866	120844899	120851237	120851497	7502	0,0,1	6,11,2	2,1,4	0,3,0	198	158	5.57435131276e-07	0.000280111153466	0.0,0.0,0.285	1.0,0.21,1.0	-0.642
3377	"LMLN"	"LMLN"	chr3	+	198003014	198003125	198019252	198019385	197999265	197999342	198021445	198021605	3377	1,0,0	2,3,3	8,8,1	6,3,1	198	198	1.34862857881e-06	0.000619292544605	0.333,0.0,0.0	0.571,0.727,0.5	-0.488
7351	"SLC16A4"	"SLC16A4"	chr1	-	110380981	110381143	110381651	110381795	110378852	110379356	110382833	110382966	7351	23,15,15	26,19,16	4,0,1	25,12,4	198	198	1.38647584613e-06	0.000619292544605	0.469,0.441,0.484	0.138,0.0,0.2	0.352
1908	"TFDP2"	"TFDP2"	chr3	-	142054114	142054149	142093060	142093127	142005440	142005544	142101734	142101841	1908	94,68,37	1,0,1	114,79,43	9,6,6	165	133	4.44836756042e-06	0.00188236185188	0.987,1.0,0.968	0.911,0.914,0.852	0.093
1376	"NEDD4L"	"NEDD4L"	chr18	+	58245426	58245508	58248898	58248937	58195389	58195733	58252000	58252054	1376	17,16,1	78,65,48	3,2,1	74,66,44	180	137	6.91549465337e-06	0.00278002885065	0.142,0.158,0.016	0.03,0.023,0.017	0.082
8937	"TOM1L2"	"TOM1L2"	chr17	-	17884633	17884768	17893660	17893810	17879626	17879743	17898595	17898674	8937	21,19,10	1,0,0	35,20,11	8,6,1	198	198	7.64293513855e-06	0.00292615231019	0.955,1.0,1.0	0.814,0.769,0.917	0.152
