"ID"	"GeneID"	"geneSymbol"	"chr"	"strand"	"riExonStart_0base"	"riExonEnd"	"upstreamES"	"upstreamEE"	"downstreamES"	"downstreamEE"	"ID.1"	"IJC_SAMPLE_1"	"SJC_SAMPLE_1"	"IJC_SAMPLE_2"	"SJC_SAMPLE_2"	"IncFormLen"	"SkipFormLen"	"PValue"	"FDR"	"IncLevel1"	"IncLevel2"	"IncLevelDifference"
5438	"AKR1C1"	"AKR1C1"	chr10	+	4966926	4968386	4966926	4967043	4968308	4968386	5438	50,74,44	2009,2180,1281	80,77,86	1383,1133,727	198	99	3.48743256495e-12	1.23803856056e-08	0.012,0.017,0.017	0.028,0.033,0.056	-0.024
2129	"CLPP"	"CLPP"	chr19	+	6361868	6362542	6361868	6361940	6362445	6362542	2129	33,17,8	164,171,110	6,8,3	247,153,128	198	99	1.35427214221e-07	0.000160255536828	0.091,0.047,0.035	0.012,0.025,0.012	0.041
6664	"ZNF232"	"ZNF232"	chr17	-	5108925	5109868	5108925	5109052	5109710	5109868	6664	24,46,13	7,9,3	30,22,17	0,0,1	198	99	1.01663663932e-07	0.000160255536828	0.632,0.719,0.684	1.0,1.0,0.895	-0.287
6652	"USP21"	"USP21"	chr1	+	161164533	161164942	161164533	161164612	161164834	161164942	6652	13,22,16	0,1,0	24,20,16	25,1,14	198	99	2.6722798474e-07	0.000237164836457	1.0,0.917,1.0	0.324,0.909,0.364	0.44
4063	"TRA2A"	"TRA2A"	chr7	-	23521706	23522432	23521706	23521840	23522353	23522432	4063	42,53,17	1,0,0	72,50,62	13,3,7	198	99	4.33081045581e-07	0.000307487542363	0.955,1.0,1.0	0.735,0.893,0.816	0.17
1458	"SAMD4A"	"SAMD4A"	chr14	+	54784339	54784620	54784339	54784447	54784536	54784620	1458	5,3,2	3,2,5	4,3,6	0,1,0	187	99	2.18853524847e-06	0.00110990001887	0.469,0.443,0.175	1.0,0.614,1.0	-0.509
5356	"ALS2CL"	"ALS2CL"	chr3	-	46671487	46672033	46671487	46671768	46671883	46672033	5356	1,6,5	2,2,3	9,4,4	1,0,0	198	99	2.03853971359e-06	0.00110990001887	0.2,0.6,0.455	0.818,1.0,1.0	-0.521
3363	"RPS21"	"RPS21"	chr20	+	62388308	62388519	62388308	62388364	62388456	62388519	3363	117,123,73	256,323,168	33,31,28	224,128,98	190	99	2.69862391611e-06	0.00119751436277	0.192,0.166,0.185	0.071,0.112,0.13	0.077
745	"C1QTNF6"	"C1QTNF6"	chr22	-	37180166	37182735	37180166	37180867	37182151	37182735	745	11,10,8	0,0,0	55,39,39	9,4,4	198	99	4.50045990164e-06	0.00167702676334	1.0,1.0,1.0	0.753,0.83,0.83	0.196
1050	"VEGFA"	"VEGFA"	chr6	+	43778888	43786484	43778888	43778918	43784540	43786484	1050	7,3,9	65,65,43	19,30,14	63,64,44	198	99	5.47626249081e-06	0.00167702676334	0.051,0.023,0.095	0.131,0.19,0.137	-0.096
3625	"FANK1"	"FANK1"	chr10	+	126009053	126009592	126009053	126009131	126009221	126009592	3625	2,3,1	0,0,1	0,1,1	2,2,0	188	99	5.66882286201e-06	0.00167702676334	1.0,1.0,0.345	0.0,0.208,1.0	0.379
6357	"SIGMAR1"	"SIGMAR1"	chr9	-	34636996	34637420	34636996	34637089	34637219	34637420	6357	45,34,34	173,217,114	13,19,18	210,163,152	198	99	5.57593012129e-06	0.00167702676334	0.115,0.073,0.13	0.03,0.055,0.056	0.059
4562	"POMT1"	"POMT1"	chr9	+	131509902	131510415	131509902	131510062	131510259	131510415	4562	1,3,0	5,3,1	7,1,4	0,0,2	198	99	7.66381789463e-06	0.00209281180969	0.091,0.333,0.0	1.0,1.0,0.5	-0.692
1774	"CCDC78"	"CCDC78"	chr16	-	722921	723936	722921	723161	723856	723936	1774	5,3,2	0,0,0	2,2,2	1,3,1	198	99	1.52819841756e-05	0.00387507455881	1.0,1.0,1.0	0.5,0.25,0.5	0.583
4480	"TUBGCP6"	"TUBGCP6"	chr22	-	50217917	50218402	50217917	50218117	50218188	50218402	4480	16,16,10	18,13,12	6,3,6	33,19,15	169	99	1.83196613142e-05	0.00433565317769	0.342,0.419,0.328	0.096,0.085,0.19	0.239
301	"CPNE1"	"CPNE1"	chr20	-	35630438	35631034	35630438	35630490	35630900	35631034	301	0,1,6	1,3,2	2,1,5	0,1,0	198	99	2.39655456628e-05	0.00447777300542	0.0,0.143,0.6	1.0,0.333,1.0	-0.53
1587	"PYCR1"	"PYCR1"	chr17	-	81932383	81933376	81932383	81932963	81933306	81933376	1587	353,448,237	9,14,14	321,282,183	0,5,2	198	99	2.19605151196e-05	0.00447777300542	0.951,0.941,0.894	1.0,0.966,0.979	-0.053
2674	"DMKN"	"DMKN"	chr19	-	35510183	35510427	35510183	35510252	35510370	35510427	2674	166,228,110	129,144,68	245,183,138	103,60,55	198	99	2.29727763357e-05	0.00447777300542	0.392,0.442,0.447	0.543,0.604,0.556	-0.141
5197	"RFNG"	"RFNG"	chr17	-	82050661	82051342	82050661	82050764	82051293	82051342	5197	16,12,3	37,37,21	2,3,4	41,41,45	198	99	2.36694129321e-05	0.00447777300542	0.178,0.14,0.067	0.024,0.035,0.043	0.094
