"ID"	"GeneID"	"geneSymbol"	"chr"	"strand"	"X1stExonStart_0base"	"X1stExonEnd"	"X2ndExonStart_0base"	"X2ndExonEnd"	"upstreamES"	"upstreamEE"	"downstreamES"	"downstreamEE"	"ID.1"	"IJC_SAMPLE_1"	"SJC_SAMPLE_1"	"IJC_SAMPLE_2"	"SJC_SAMPLE_2"	"IncFormLen"	"SkipFormLen"	"PValue"	"FDR"	"IncLevel1"	"IncLevel2"	"IncLevelDifference"
5880	"SENP3-EIF4A1"	"SENP3-EIF4A1"	chr17	+	7571372	7571479	7572283	7572864	7570882	7570933	7574259	7574308	5880	432,262,542	585,322,524	250,188,220	629,575,639	198	198	1.11022302463e-16	1.91698508919e-13	0.425,0.449,0.508	0.284,0.246,0.256	0.199
5157	"RPL13A"	"RPL13A"	chr19	+	49490231	49490297	49490474	49490576	49489849	49489912	49490778	49490864	5157	338,155,306	2840,1672,2711	122,101,129	3001,2105,2537	164	198	3.33066907388e-16	4.92939022934e-13	0.126,0.101,0.12	0.047,0.055,0.058	0.062
11518	"SUB1"	"SUB1"	chr5	+	32588511	32588584	32591562	32591685	32571090	32571174	32598960	32599069	11518	28,8,25	548,276,490	0,0,0	625,537,683	171	198	1.11022302463e-15	1.4377388169e-12	0.056,0.032,0.056	0.0,0.0,0.0	0.048
9919	"HMGN1"	"HMGN1"	chr21	-	39345829	39345958	39347378	39347483	39345145	39345274	39348291	39348339	9919	146,101,184	521,292,482	155,136,156	208,161,174	198	198	1.31006316906e-14	1.50802827016e-11	0.219,0.257,0.276	0.427,0.458,0.473	-0.202
11516	"SUB1"	"SUB1"	chr5	+	32536637	32536695	32591562	32591685	32531848	32531916	32598960	32599069	11516	19,8,30	550,276,490	1,1,0	625,537,683	156	198	1.78745906965e-14	1.85180759616e-11	0.042,0.035,0.072	0.002,0.002,0.0	0.048
9660	"SHMT2"	"SHMT2"	chr12	+	57230802	57231000	57231480	57231560	57230353	57230474	57231712	57231913	9660	121,77,119	514,253,456	14,9,10	207,143,151	198	178	2.975397706e-14	2.80228365765e-11	0.175,0.215,0.19	0.057,0.054,0.056	0.138
2060	"LRRC75A-AS1"	"LRRC75A-AS1"	chr17	+	16439580	16439703	16440184	16440253	16439326	16439414	16441073	16441130	2060	1125,614,954	2480,1489,2500	309,240,286	1448,1157,1435	198	167	5.65103519534e-14	4.87872705198e-11	0.277,0.258,0.243	0.153,0.149,0.144	0.111
11814	"DDX21"	"DDX21"	chr10	+	68959805	68960249	68962081	68962157	68956439	68956748	68963290	68963469	11814	60,29,54	1048,674,1087	7,10,5	806,598,702	198	174	7.22755189031e-14	5.75980289105e-11	0.048,0.036,0.042	0.008,0.014,0.006	0.033
11642	"CD44"	"CD44"	chr11	+	35208104	35208206	35209964	35210054	35198120	35198246	35211245	35211342	11642	6,7,10	575,401,682	89,48,85	1378,1019,1293	198	188	1.59872115546e-13	1.18305365504e-10	0.01,0.016,0.014	0.058,0.043,0.059	-0.04
3365	"SNHG1"	"SNHG1"	chr11	-	62853800	62853833	62854887	62854938	62853072	62853590	62855132	62855216	3365	156,92,155	424,255,354	50,38,46	307,261,350	149	131	1.76414438613e-13	1.21843572269e-10	0.244,0.241,0.278	0.125,0.113,0.104	0.14
3337	"SH3KBP1"	"SH3KBP1"	chrX	-	19645399	19645475	19683822	19684028	19631863	19631958	19695611	19695741	3337	209,163,203	211,116,204	85,74,101	239,158,216	198	174	9.49240686055e-13	6.14633344221e-10	0.465,0.553,0.467	0.238,0.292,0.291	0.221
4563	"CTNNA1"	"CTNNA1"	chr5	+	138783176	138783372	138824529	138824799	138781922	138782029	138827514	138827718	4563	190,99,222	217,115,228	45,18,34	114,122,131	198	198	2.11586304033e-12	1.28943182928e-09	0.467,0.463,0.493	0.283,0.129,0.206	0.268
2059	"LRRC75A-AS1"	"LRRC75A-AS1"	chr17	+	16439580	16439703	16440110	16440253	16439326	16439414	16441073	16441130	2059	1125,614,954	1028,678,1024	309,240,286	621,485,568	198	198	2.41018316416e-12	1.31872431103e-09	0.523,0.475,0.482	0.332,0.331,0.335	0.161
6870	"CTD-2410N18.4"	"CTD-2410N18.4"	chr5	-	134319357	134319497	134321790	134321903	134308137	134308466	134370997	134371043	6870	2,0,0	3,2,3	1,1,3	0,0,0	198	198	2.41850983684e-12	1.31872431103e-09	0.4,0.0,0.0	1.0,1.0,1.0	-0.867
3462	"LSR"	"LSR"	chr19	+	35258944	35259064	35262545	35262692	35250314	35250659	35266358	35266532	3462	934,571,913	587,287,588	1086,679,956	317,218,280	198	198	2.58360000061e-12	1.33830480032e-09	0.614,0.666,0.608	0.774,0.757,0.773	-0.139
9659	"SHMT2"	"SHMT2"	chr12	+	57230802	57231000	57231480	57231560	57230085	57230244	57231712	57231913	9659	439,204,418	512,253,455	31,57,51	208,143,151	198	178	2.88613577482e-12	1.35910757396e-09	0.435,0.42,0.452	0.118,0.264,0.233	0.231
11633	"CD44"	"CD44"	chr11	+	35198120	35198246	35208104	35208206	35189834	35190065	35209964	35210054	11633	385,242,401	682,452,681	464,407,438	1796,1331,1442	198	198	2.81430434512e-12	1.35910757396e-09	0.361,0.349,0.371	0.205,0.234,0.233	0.136
11643	"CD44"	"CD44"	chr11	+	35208104	35208206	35211245	35211449	35198120	35198246	35214851	35214914	11643	6,7,13	480,335,512	91,53,94	1177,914,1119	198	198	4.71367389565e-12	2.12320267648e-09	0.012,0.02,0.025	0.072,0.055,0.077	-0.049
9918	"HMGN1"	"HMGN1"	chr21	-	39345829	39345958	39347378	39347478	39345145	39345274	39348291	39348339	9918	113,72,145	521,292,482	117,83,131	208,161,174	198	198	2.4409585464e-11	1.0536804392e-08	0.178,0.198,0.231	0.36,0.34,0.43	-0.174
7794	"TIPIN"	"TIPIN"	chr15	-	66349314	66349437	66351524	66351600	66341149	66341356	66352128	66352207	7794	39,38,37	24,9,14	35,28,50	1,2,0	174	198	3.34104965916e-11	1.38453097876e-08	0.649,0.828,0.75	0.976,0.941,1.0	-0.23
581	"SETD6"	"SETD6"	chr16	+	58516807	58516928	58518050	58518231	58516201	58516343	58518400	58518543	581	55,18,38	209,116,172	1,9,7	115,115,136	198	198	5.62156987627e-11	2.23997938147e-08	0.208,0.134,0.181	0.009,0.073,0.049	0.131
