"ID"	"GeneID"	"geneSymbol"	"chr"	"strand"	"riExonStart_0base"	"riExonEnd"	"upstreamES"	"upstreamEE"	"downstreamES"	"downstreamEE"	"ID.1"	"IJC_SAMPLE_1"	"SJC_SAMPLE_1"	"IJC_SAMPLE_2"	"SJC_SAMPLE_2"	"IncFormLen"	"SkipFormLen"	"PValue"	"FDR"	"IncLevel1"	"IncLevel2"	"IncLevelDifference"
1665	"DDX39A"	"DDX39A"	chr19	-	14409741	14410334	14409741	14409873	14410215	14410334	1665	133,75,167	254,152,254	74,65,69	399,273,365	441	99	1.22124532709e-15	1.91894809222e-13	0.105,0.1,0.129	0.04,0.051,0.041	0.067
5266	"MAT2A"	"MAT2A"	chr2	+	85542154	85542747	85542154	85542373	85542564	85542747	5266	86,37,78	4458,2598,4642	91,84,82	1253,1077,1307	290	99	1.22124532709e-15	1.91894809222e-13	0.007,0.005,0.006	0.024,0.026,0.021	-0.018
2935	"EIF4A2"	"EIF4A2"	chr3	+	186784563	186786051	186784563	186784696	186785882	186786051	2935	645,394,734	325,213,333	674,551,530	130,116,122	1285	99	1.88737914186e-15	2.84207842445e-13	0.133,0.125,0.145	0.285,0.268,0.251	-0.134
1229	"NCK1"	"NCK1"	chr3	+	136945582	136946295	136945582	136945752	136946151	136946295	1229	604,381,545	125,62,117	307,255,355	19,12,8	498	99	2.6645352591e-15	3.85185217055e-13	0.49,0.55,0.481	0.763,0.809,0.898	-0.316
5497	"RBM25"	"RBM25"	chr14	+	73099666	73103478	73099666	73099750	73103191	73103478	5497	446,235,319	189,93,187	216,148,162	229,176,206	3540	99	2.88657986403e-15	4.012346011e-13	0.062,0.066,0.046	0.026,0.023,0.022	0.034
1090	"LRRC75A-AS1"	"LRRC75A-AS1"	chr17	+	16439036	16439414	16439036	16439060	16439326	16439414	1090	104,73,88	477,304,548	147,93,122	136,247,186	365	99	8.65973959208e-15	1.11772496021e-12	0.056,0.061,0.042	0.227,0.093,0.151	-0.104
4969	"SLC25A39"	"SLC25A39"	chr17	-	44320195	44320436	44320195	44320276	44320354	44320436	4969	75,40,80	683,323,656	19,10,15	526,398,508	177	99	8.65973959208e-15	1.11772496021e-12	0.058,0.065,0.064	0.02,0.014,0.016	0.046
6002	"SRSF5"	"SRSF5"	chr14	+	69768797	69770540	69768797	69769251	69770466	69770540	6002	824,464,733	282,146,264	400,278,392	323,220,271	1314	99	1.05471187339e-14	1.31438921049e-12	0.18,0.193,0.173	0.085,0.087,0.098	0.092
2098	"S100A13"	"S100A13"	chr1	-	153626319	153627598	153626319	153626533	153627482	153627598	2098	193,127,162	296,139,201	73,37,64	225,175,217	1048	99	1.11022302463e-14	1.33744867034e-12	0.058,0.079,0.071	0.03,0.02,0.027	0.044
293	"KLHL21"	"KLHL21"	chr1	-	6590723	6595557	6590723	6593658	6595484	6595557	293	65,29,43	166,97,165	70,45,48	50,41,43	1925	99	1.38777878078e-14	1.61788145604e-12	0.02,0.015,0.013	0.067,0.053,0.054	-0.042
