"ID"	"GeneID"	"geneSymbol"	"chr"	"strand"	"X1stExonStart_0base"	"X1stExonEnd"	"X2ndExonStart_0base"	"X2ndExonEnd"	"upstreamES"	"upstreamEE"	"downstreamES"	"downstreamEE"	"ID.1"	"IJC_SAMPLE_1"	"SJC_SAMPLE_1"	"IJC_SAMPLE_2"	"SJC_SAMPLE_2"	"IncFormLen"	"SkipFormLen"	"PValue"	"FDR"	"IncLevel1"	"IncLevel2"	"IncLevelDifference"
4078	"GAS5"	"GAS5"	chr1	-	173865228	173865547	173866176	173866206	173864256	173864304	173866527	173866567	4078	460,311,389	74,28,67	244,203,211	91,89,108	129	418	1.11022302463e-16	1.9365990293e-13	0.953,0.973,0.95	0.897,0.881,0.864	0.078
4563	"CTNNA1"	"CTNNA1"	chr5	+	138783176	138783372	138824529	138824799	138781922	138782029	138827514	138827718	4563	505,304,527	595,348,601	113,71,96	282,235,295	295	369	2.22044604925e-16	2.90489854393e-13	0.515,0.522,0.523	0.334,0.274,0.289	0.221
5157	"RPL13A"	"RPL13A"	chr19	+	49490231	49490297	49490474	49490576	49489849	49489912	49490778	49490864	5157	338,155,306	2977,1776,2862	122,101,129	3148,2243,2671	165	201	2.22044604925e-16	2.90489854393e-13	0.122,0.096,0.115	0.045,0.052,0.056	0.06
9620	"STAU1"	"STAU1"	chr20	-	49165996	49166285	49174194	49174269	49153932	49154071	49188115	49188367	9620	336,182,250	97,56,104	136,113,138	122,105,150	174	388	3.33066907388e-16	3.87319805858e-13	0.885,0.879,0.843	0.713,0.706,0.672	0.172
11059	"CTD-2116N17.1"	"CTD-2116N17.1"	chr15	-	64300318	64300723	64376742	64376905	64251544	64251581	64380957	64381038	11059	140,92,139	61,25,45	217,185,199	19,14,14	262	504	2.10942374679e-15	2.20772289339e-12	0.815,0.876,0.856	0.956,0.962,0.965	-0.112
11518	"SUB1"	"SUB1"	chr5	+	32588511	32588584	32591562	32591685	32571090	32571174	32598960	32599069	11518	28,8,25	696,380,600	0,0,0	802,675,895	172	222	1.49880108324e-14	1.42604110338e-11	0.049,0.026,0.051	0.0,0.0,0.0	0.042
9919	"HMGN1"	"HMGN1"	chr21	-	39345829	39345958	39347378	39347483	39345145	39345274	39348291	39348339	9919	151,106,189	618,358,589	158,137,160	252,195,223	204	228	4.50750547998e-14	3.93129602946e-11	0.215,0.249,0.264	0.412,0.44,0.445	-0.19
11516	"SUB1"	"SUB1"	chr5	+	32536637	32536695	32591562	32591685	32531848	32531916	32598960	32599069	11516	19,8,30	698,380,600	1,1,0	802,675,895	157	222	1.42552636362e-13	1.14765837859e-10	0.037,0.029,0.066	0.002,0.002,0.0	0.043
3365	"SNHG1"	"SNHG1"	chr11	-	62853800	62853833	62854887	62854938	62853072	62853590	62855132	62855216	3365	156,92,155	424,255,354	50,38,46	307,261,350	150	132	1.76414438613e-13	1.23090234302e-10	0.245,0.241,0.278	0.125,0.114,0.104	0.14
9475	"ANXA2"	"ANXA2"	chr15	-	60393037	60393440	60397257	60397338	60390212	60390317	60397942	60397974	9475	308,189,241	107,60,98	290,265,234	250,196,235	180	502	1.73638881051e-13	1.23090234302e-10	0.889,0.898,0.873	0.764,0.79,0.735	0.124
3337	"SH3KBP1"	"SH3KBP1"	chrX	-	19645399	19645475	19683822	19684028	19631863	19631958	19695611	19695741	3337	385,246,341	211,116,204	181,134,185	239,158,216	305	175	1.285083151e-12	8.40605016148e-10	0.511,0.549,0.49	0.303,0.327,0.329	0.197
3462	"LSR"	"LSR"	chr19	+	35258944	35259064	35262545	35262692	35250314	35250659	35266358	35266532	3462	996,605,991	789,379,791	1147,724,1022	420,305,376	219	246	2.78221889971e-12	1.71286488261e-09	0.586,0.642,0.585	0.754,0.727,0.753	-0.14
4066	"GAS5"	"GAS5"	chr1	-	173864483	173864704	173865228	173865282	173864256	173864304	173865470	173865547	4066	601,351,539	401,193,308	262,218,250	307,264,321	153	320	9.70945546186e-12	5.64550893688e-09	0.758,0.792,0.785	0.641,0.633,0.62	0.147
11633	"CD44"	"CD44"	chr11	+	35198120	35198246	35208104	35208206	35189834	35190065	35209964	35210054	11633	448,303,496	783,507,794	571,483,549	1993,1447,1630	225	201	1.77002856816e-11	9.75006262861e-09	0.338,0.348,0.358	0.204,0.23,0.231	0.126
9918	"HMGN1"	"HMGN1"	chr21	-	39345829	39345958	39347378	39347478	39345145	39345274	39348291	39348339	9918	118,76,150	618,358,589	120,83,135	252,195,223	199	228	2.26122454094e-11	1.18329880227e-08	0.179,0.196,0.226	0.353,0.328,0.41	-0.163
10814	"HNRNPDL"	"HNRNPDL"	chr4	-	82426036	82426129	82426462	82426633	82425562	82425667	82427189	82427304	10814	1098,639,1144	116,76,91	1456,1229,1384	60,58,54	270	192	2.61610733077e-11	1.30381806304e-08	0.871,0.857,0.899	0.945,0.938,0.948	-0.068
10813	"HNRNPDL"	"HNRNPDL"	chr4	-	82425562	82425667	82426036	82426129	82424628	82424883	82426462	82426633	10813	872,485,974	30,24,26	1293,945,1182	8,6,10	192	204	6.88722412434e-11	3.27644034933e-08	0.969,0.955,0.975	0.994,0.994,0.992	-0.027
11636	"CD44"	"CD44"	chr11	+	35198120	35198246	35211245	35211449	35189834	35190065	35214851	35214914	11636	448,304,497	868,590,934	571,483,554	2093,1568,1988	225	303	1.26529009492e-10	5.75762005801e-08	0.41,0.41,0.417	0.269,0.293,0.273	0.134
3336	"SH3KBP1"	"SH3KBP1"	chrX	-	19631863	19631958	19645399	19645475	19607937	19608045	19683822	19684028	3336	141,90,180	191,105,189	83,60,63	213,150,192	175	194	4.99969732282e-10	2.18028467419e-07	0.45,0.487,0.514	0.302,0.307,0.267	0.192
10125	"MIR4435-2HG"	"MIR4435-2HG"	chr2	-	111233627	111233739	111248147	111248241	111207775	111208661	111344060	111344237	10125	65,46,76	50,25,35	30,19,16	2,2,0	193	211	6.46411701943e-10	2.70613794901e-07	0.587,0.668,0.704	0.943,0.912,1.0	-0.299
5343	"ANXA8"	"ANXA8"	chr10	-	47478532	47478627	47479797	47479888	47477080	47477194	47483912	47484016	5343	352,230,400	12,4,134	292,185,251	291,143,67	190	194	1.8251927747e-09	7.34710291539e-07	0.968,0.983,0.753	0.506,0.569,0.793	0.279
5665	"UPP1"	"UPP1"	chr7	+	48099669	48099787	48101823	48101870	48094762	48094827	48106872	48107082	5665	286,172,282	88,44,94	149,146,165	21,14,14	217	146	1.92240601216e-09	7.45181530491e-07	0.686,0.725,0.669	0.827,0.875,0.888	-0.17
302	"VPS28"	"VPS28"	chr8	-	144425874	144426063	144426179	144426208	144424945	144425772	144426908	144426983	302	214,128,184	65,58,44	113,70,103	13,4,11	128	288	7.72673869331e-09	2.88814454158e-06	0.881,0.832,0.904	0.951,0.975,0.955	-0.088
8940	"H2AFY"	"H2AFY"	chr5	-	135350822	135350913	135352945	135353045	135345967	135346057	135360496	135360607	8940	1011,551,982	77,33,70	911,742,922	115,110,141	199	190	1.30949766586e-08	4.725931921e-06	0.926,0.941,0.931	0.883,0.866,0.862	0.062
7233	"HAUS2"	"HAUS2"	chr15	+	42559338	42559408	42560781	42560870	42558197	42558290	42561269	42561402	7233	50,37,48	43,27,48	61,58,64	13,15,21	169	188	2.04648122892e-08	7.13949084729e-06	0.564,0.604,0.527	0.839,0.811,0.772	-0.242
7340	"AUP1"	"AUP1"	chr2	-	74528416	74528489	74528750	74528935	74527939	74528006	74529131	74529282	7340	717,448,726	39,22,37	667,515,586	19,5,5	284	172	3.12815729986e-08	1.05610626775e-05	0.918,0.925,0.922	0.955,0.984,0.986	-0.053
308	"VPS28"	"VPS28"	chr8	-	144426179	144426208	144426908	144427291	144426025	144426063	144428488	144428544	308	306,174,284	145,82,120	67,44,78	75,57,60	482	128	4.74287704666e-08	1.52595184588e-05	0.359,0.36,0.386	0.192,0.17,0.257	0.162
10413	"ZZZ3"	"ZZZ3"	chr1	-	77631849	77633405	77641383	77641446	77584516	77584655	77641521	77641655	10413	32,15,40	990,599,1012	10,15,10	1133,989,1129	162	1655	4.81142852227e-08	1.52595184588e-05	0.248,0.204,0.288	0.083,0.134,0.083	0.147
4437	"HDAC10"	"HDAC10"	chr22	-	50248830	50248859	50249102	50249168	50248365	50248472	50249327	50249454	4437	7,4,8	4,3,3	11,4,7	0,0,0	165	128	5.04180144301e-08	1.55198511478e-05	0.576,0.508,0.674	1.0,1.0,1.0	-0.414
2060	"LRRC75A-AS1"	"LRRC75A-AS1"	chr17	+	16439580	16439703	16440184	16440253	16439326	16439414	16441073	16441130	2060	1789,995,1612	2480,1489,2500	625,474,595	1448,1157,1435	222	168	6.05720117397e-08	1.81127621391e-05	0.353,0.336,0.328	0.246,0.237,0.239	0.098
6492	"TCF3"	"TCF3"	chr19	-	1612206	1612430	1615284	1615520	1611703	1611849	1615685	1615821	6492	477,273,481	538,284,486	437,295,406	289,177,231	335	323	8.49091739141e-08	2.46849837274e-05	0.461,0.481,0.488	0.593,0.616,0.629	-0.136
3025	"PHYKPL"	"PHYKPL"	chr5	-	178224447	178224564	178224615	178224729	178222851	178222934	178231404	178231523	3025	11,6,10	41,29,45	0,0,1	24,21,22	213	216	1.02430596338e-07	2.89740167912e-05	0.214,0.173,0.184	0.0,0.0,0.044	0.176
7175	"MEMO1"	"MEMO1"	chr2	-	31920797	31920910	31932066	31932135	31917925	31918037	31943301	31943383	7175	48,28,127	152,78,110	0,0,43	141,123,134	168	212	1.12465723179e-07	3.09754278629e-05	0.285,0.312,0.593	0.0,0.0,0.288	0.301
9618	"STAU1"	"STAU1"	chr20	-	49158938	49159146	49165996	49166285	49153932	49154071	49188115	49188367	9618	97,56,104	38,24,30	122,105,150	15,17,13	388	307	1.49274360761e-07	4.00591143519e-05	0.669,0.649,0.733	0.866,0.83,0.901	-0.182
3514	"EIF2B4"	"EIF2B4"	chr2	-	27367745	27367822	27368024	27368113	27367456	27367559	27368371	27368463	3514	12,12,5	75,31,85	1,0,1	65,39,51	188	176	1.5670669451e-07	4.10023066185e-05	0.13,0.266,0.052	0.014,0.0,0.018	0.139
10614	"POLK"	"POLK"	chr5	+	75534827	75534964	75547009	75547157	75511890	75511914	75552471	75552591	10614	2,1,0	49,21,49	6,5,7	21,19,23	236	247	1.95148663229e-07	4.98152660818e-05	0.041,0.047,0.0	0.23,0.216,0.242	-0.2
6493	"TCF3"	"TCF3"	chr19	-	1612206	1612433	1615284	1615520	1609289	1611849	1615685	1615821	6493	477,273,481	707,375,635	437,295,406	387,253,301	335	326	2.00769019187e-07	5.00297274955e-05	0.396,0.415,0.424	0.524,0.532,0.568	-0.13
4319	"SETD4"	"SETD4"	chr21	-	36048307	36048396	36053582	36053620	36045581	36046011	36058815	36058924	4319	19,3,10	100,55,84	0,0,1	34,39,37	137	188	2.51450963495e-07	6.12019949753e-05	0.207,0.07,0.14	0.0,0.0,0.036	0.127
3158	"PPIL3"	"PPIL3"	chr2	-	200882341	200882382	200885261	200885343	200881420	200881488	200885697	200885772	3158	0,0,0	14,7,23	7,3,4	18,10,14	181	140	2.92551660119e-07	6.95874017001e-05	0.0,0.0,0.0	0.231,0.188,0.181	-0.2
11086	"TMEM126B"	"TMEM126B"	chr11	+	85629131	85629262	85631144	85631316	85628592	85628688	85631686	85631808	11086	71,42,72	192,98,170	49,43,45	254,232,247	230	271	3.18892424578e-07	7.41672914585e-05	0.303,0.336,0.333	0.185,0.179,0.177	0.144
4321	"SETD4"	"SETD4"	chr21	-	36053582	36053620	36057108	36057204	36045581	36046011	36058815	36058924	4321	116,55,126	19,3,10	44,38,48	0,0,1	195	137	4.30473272028e-07	9.7942027501e-05	0.811,0.928,0.899	1.0,1.0,0.971	-0.111
7174	"MEMO1"	"MEMO1"	chr2	-	31891991	31892134	31932066	31932135	31883385	31883462	31943301	31943383	7174	48,29,126	320,181,268	0,0,43	230,181,221	168	242	4.8096694949e-07	0.000107102129646	0.178,0.188,0.404	0.0,0.0,0.219	0.184
1604	"SLC6A2"	"SLC6A2"	chr16	+	55685142	55685281	55691917	55692052	55671670	55672175	55694009	55694113	1604	9,9,14	4,3,9	4,1,1	0,0,0	238	234	5.63295071143e-07	0.000122821796137	0.689,0.747,0.605	1.0,1.0,1.0	-0.32
10631	"ECT2"	"ECT2"	chr3	+	172755482	172755575	172756982	172757165	172755294	172755374	172758979	172759069	10631	28,17,31	506,320,463	47,65,45	403,379,407	192	282	6.00312894505e-07	0.000128221933753	0.075,0.072,0.09	0.146,0.201,0.14	-0.083
2059	"LRRC75A-AS1"	"LRRC75A-AS1"	chr17	+	16439580	16439703	16440110	16440253	16439326	16439414	16441073	16441130	2059	1789,995,1612	1049,693,1061	625,474,595	644,497,577	222	242	7.56291115289e-07	0.000158306856252	0.65,0.61,0.624	0.514,0.51,0.529	0.11
3127	"DISC1"	"DISC1"	chr1	+	231795241	231795296	231800107	231800210	231770834	231771070	231818328	231819244	3127	1,0,0	1,1,2	1,1,1	0,0,0	154	202	8.64008822599e-07	0.000177308163477	0.567,0.0,0.0	1.0,1.0,1.0	-0.811
8796	"RBM39"	"RBM39"	chr20	-	35731940	35732135	35738967	35739017	35725037	35725155	35740823	35740887	8796	153,85,134	617,343,608	114,89,118	261,214,272	149	294	9.59615232388e-07	0.000193141019657	0.329,0.328,0.303	0.463,0.451,0.461	-0.138
7049	"HAT1"	"HAT1"	chr2	+	171925536	171925641	171946707	171946783	171922461	171922507	171965337	171965517	7049	100,50,89	14,5,3	87,78,79	1,0,1	204	175	9.79337179463e-07	0.000193391375854	0.86,0.896,0.962	0.987,1.0,0.985	-0.085
9473	"ANXA2"	"ANXA2"	chr15	-	60390212	60390317	60396372	60396427	60386027	60386086	60397942	60397986	9473	0,0,0	37,28,26	10,2,4	49,35,36	154	204	1.04718218508e-06	0.000202959421279	0.0,0.0,0.0	0.213,0.07,0.128	-0.137
1843	"ZMYND8"	"ZMYND8"	chr20	-	47310055	47310204	47347855	47347926	47298728	47298947	47355449	47355520	1843	10,8,10	118,98,135	0,1,0	71,46,51	170	248	1.1300933499e-06	0.00021504649091	0.11,0.106,0.098	0.0,0.031,0.0	0.094
7747	"COL13A1"	"COL13A1"	chr10	+	69930399	69930552	69935349	69935391	69930042	69930087	69936755	69936782	7747	11,2,12	0,0,0	36,34,31	8,6,5	252	141	1.16199225186e-06	0.000217168051928	1.0,1.0,1.0	0.716,0.76,0.776	0.249
4866	"CCDC122"	"CCDC122"	chr13	-	43868693	43868803	43869330	43869489	43859671	43860070	43874841	43874927	4866	3,1,3	0,0,0	6,0,3	2,2,3	258	209	1.23192561752e-06	0.000226198833561	1.0,1.0,1.0	0.708,0.0,0.448	0.615
3027	"PHYKPL"	"PHYKPL"	chr5	-	178224615	178224729	178229939	178230099	178222851	178222934	178231404	178231523	3027	122,96,108	11,6,10	66,45,61	0,0,1	259	213	1.43177833811e-06	0.000249749868111	0.901,0.929,0.899	1.0,1.0,0.98	-0.084
11180	"METAP1"	"METAP1"	chr4	+	99035953	99036011	99037766	99037941	99035399	99035460	99039373	99039465	11180	4,0,5	0,3,5	0,0,0	3,5,2	157	274	1.42562896888e-06	0.000249749868111	1.0,0.0,0.636	0.0,0.0,0.0	0.545
11761	"CALU"	"CALU"	chr7	+	128754261	128754455	128754528	128754722	128748572	128748804	128758870	128759037	11761	1174,691,1185	465,256,420	579,492,555	336,286,353	293	293	1.3984691547e-06	0.000249749868111	0.716,0.73,0.738	0.633,0.632,0.611	0.103
5971	"CTBP2"	"CTBP2"	chr10	-	125038996	125039155	125110989	125111093	125003337	125003492	125160826	125161026	5971	15,26,27	307,198,316	28,22,35	143,114,144	203	258	1.49245753933e-06	0.000256066567322	0.058,0.143,0.098	0.199,0.197,0.236	-0.111
6362	"UBXN11"	"UBXN11"	chr1	-	26294204	26294331	26296918	26296995	26285822	26286037	26297961	26298062	6362	6,2,5	32,16,29	0,0,0	23,11,24	176	226	1.70708565261e-06	0.000288167071616	0.194,0.138,0.181	0.0,0.0,0.0	0.171
