"ID"	"GeneID"	"geneSymbol"	"chr"	"strand"	"riExonStart_0base"	"riExonEnd"	"upstreamES"	"upstreamEE"	"downstreamES"	"downstreamEE"	"ID.1"	"IJC_SAMPLE_1"	"SJC_SAMPLE_1"	"IJC_SAMPLE_2"	"SJC_SAMPLE_2"	"IncFormLen"	"SkipFormLen"	"PValue"	"FDR"	"IncLevel1"	"IncLevel2"	"IncLevelDifference"
2807	"RPL13A"	"RPL13A"	chr19	+	49489849	49490297	49489849	49489912	49490231	49490297	2807	41,24,47	452,236,446	55,53,63	162,139,176	198	99	1.11022302463e-16	2.30665160176e-14	0.043,0.048,0.05	0.145,0.16,0.152	-0.105
1665	"DDX39A"	"DDX39A"	chr19	-	14409741	14410334	14409741	14409873	14410215	14410334	1665	86,48,96	254,152,254	38,42,34	399,273,365	198	99	5.99520433298e-15	1.17639231689e-12	0.145,0.136,0.159	0.045,0.071,0.045	0.093
1861	"SNHG1"	"SNHG1"	chr11	-	62854887	62855216	62854887	62854938	62855132	62855216	1861	28,22,31	255,149,268	35,42,41	90,72,77	198	99	7.21644966006e-15	1.34150001049e-12	0.052,0.069,0.055	0.163,0.226,0.21	-0.141
4969	"SLC25A39"	"SLC25A39"	chr17	-	44320195	44320436	44320195	44320276	44320354	44320436	4969	75,40,80	683,323,656	19,10,15	526,398,508	176	99	8.65973959208e-15	1.52931001196e-12	0.058,0.065,0.064	0.02,0.014,0.016	0.046
1270	"RNF126"	"RNF126"	chr19	-	648881	649748	648881	648975	649678	649748	1270	52,33,60	208,141,243	5,0,8	136,98,116	198	99	9.21485110439e-15	1.54985019527e-12	0.111,0.105,0.11	0.018,0.0,0.033	0.092
2935	"EIF4A2"	"EIF4A2"	chr3	+	186784563	186786051	186784563	186784696	186785882	186786051	2935	28,20,38	325,213,333	44,43,43	130,116,122	198	99	9.01501095996e-14	1.4473190323e-11	0.041,0.045,0.054	0.145,0.156,0.15	-0.104
136	"VPS28"	"VPS28"	chr8	-	144423600	144424132	144423600	144423922	144424040	144424132	136	362,197,393	103,63,73	95,51,49	71,48,64	198	99	3.3317792969e-13	5.11645412028e-11	0.637,0.61,0.729	0.401,0.347,0.277	0.317
6152	"AMT"	"AMT"	chr3	-	49419709	49420342	49419709	49419788	49420210	49420342	6152	1,2,7	0,0,1	0,0,0	1,1,1	198	99	3.84914322638e-13	5.66465578149e-11	1.0,1.0,0.778	0.0,0.0,0.0	0.926
5697	"SRRM1"	"SRRM1"	chr1	+	24646666	24649029	24646666	24646789	24648858	24649029	5697	24,14,23	121,64,94	4,3,9	189,144,157	198	99	9.14268660779e-13	1.29167876395e-10	0.09,0.099,0.109	0.01,0.01,0.028	0.083
142	"VPS28"	"VPS28"	chr8	-	144425682	144426208	144425682	144425772	144426025	144426208	142	51,49,83	332,217,348	10,9,10	190,170,202	198	99	2.14517292818e-12	2.91413491628e-10	0.071,0.101,0.107	0.026,0.026,0.024	0.068
1229	"NCK1"	"NCK1"	chr3	+	136945582	136946295	136945582	136945752	136946151	136946295	1229	267,163,253	125,62,117	116,106,158	19,12,8	198	99	2.40341080371e-12	3.14401739211e-10	0.516,0.568,0.52	0.753,0.815,0.908	-0.291
2912	"RPL8"	"RPL8"	chr8	-	144791276	144791495	144791276	144791307	144791370	144791495	2912	11529,6414,11531	0,0,0	10168,7609,8646	1,0,473	161	99	3.09563485956e-12	3.90492225856e-10	1.0,1.0,1.0	1.0,1.0,0.918	0.027
