ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1	"ZNF684"	"ZNF684"	chr1	+	40544396	40545037	40544415	40545037	40541614	40541710	1	5,5,4	0,2,0	7,2,2	0,0,0	117	99	1	1.0	1.0,0.679,1.0	1.0,1.0,1.0	-0.107
2	"RNF25"	"RNF25"	chr2	-	218665915	218666084	218665915	218666059	218666158	218666230	2	3,2,0	28,51,27	0,1,0	35,36,37	123	99	0.838064879647	1.0	0.079,0.031,0.0	0.0,0.022,0.0	0.029
4	"IL1RL1"	"IL1RL1"	chr2	+	102343035	102343177	102343077	102343177	102342222	102342294	4	0,1,5	0,0,2	2,1,0	0,0,0	140	99	1	1.0	NA,1.0,0.639	1.0,1.0,NA	-0.18
6	"EXOC7"	"EXOC7"	chr17	-	76090328	76090481	76090328	76090397	76091142	76091235	6	6,9,7	12,18,9	6,4,1	10,6,8	182	99	0.46532444136	1.0	0.214,0.214,0.297	0.246,0.266,0.064	0.05
8	"ACTR8"	"ACTR8"	chr3	-	53873031	53873146	53873031	53873127	53874210	53874364	8	0,1,1	16,34,7	3,0,1	35,19,15	117	99	0.265060787699	1.0	0.0,0.024,0.108	0.068,0.0,0.053	0.004
9	"ACTR8"	"ACTR8"	chr3	-	53879938	53880109	53879938	53880072	53881978	53882202	9	23,35,10	0,0,3	41,28,29	0,1,1	135	99	1	1.0	1.0,1.0,0.71	1.0,0.954,0.955	-0.066
12	"SLC44A2"	"SLC44A2"	chr19	+	10637643	10637747	10637649	10637747	10636661	10636756	12	1194,1359,805	8,16,0	1294,760,811	0,0,0	104	99	1	1.0	0.993,0.988,1.0	1.0,1.0,1.0	-0.006
13	"GRIP1"	"GRIP1"	chr12	-	66455408	66455564	66455408	66455561	66456186	66456342	13	2,4,0	1,0,0	3,6,2	2,0,0	101	99	1	1.0	0.662,1.0,NA	0.595,1.0,1.0	-0.034
19	"MTG1"	"MTG1"	chr10	+	133401528	133402245	133402148	133402245	133399169	133399226	19	8,12,8	1,0,1	6,3,6	1,1,0	198	99	1	1.0	0.8,1.0,0.8	0.75,0.6,1.0	0.083
20	"MTG1"	"MTG1"	chr10	+	133401528	133402245	133402148	133402245	133399528	133399619	20	98,93,58	2,3,0	68,63,64	0,0,0	198	99	0.774069751478	1.0	0.961,0.939,1.0	1.0,1.0,1.0	-0.033
21	"APH1A"	"APH1A"	chr1	-	150267074	150267254	150267074	150267202	150267355	150267478	21	0,9,1	256,241,148	4,3,1	362,217,176	150	99	0.902036787545	1.0	0.0,0.024,0.004	0.007,0.009,0.004	0.003
22	"CEP192"	"CEP192"	chr18	+	13057584	13059312	13059081	13059312	13055779	13056698	22	14,19,8	1,0,1	10,7,4	0,0,3	198	99	0.314992992428	1.0	0.875,1.0,0.8	1.0,1.0,0.4	0.092
23	"CEP192"	"CEP192"	chr18	+	13089451	13089565	13089455	13089565	13087530	13087646	23	0,0,1	37,37,28	0,0,0	34,17,15	102	99	1	1.0	0.0,0.0,0.034	0.0,0.0,0.0	0.011
25	"CEP192"	"CEP192"	chr18	+	13116373	13116503	13116376	13116503	13114129	13114251	25	22,32,7	7,15,4	31,16,8	14,10,6	101	99	0.443030501389	1.0	0.755,0.676,0.632	0.685,0.611,0.567	0.067
30	"RFXANK"	"RFXANK"	chr19	+	19196962	19197046	19196965	19197046	19193938	19194133	30	141,174,111	160,201,115	150,114,101	186,133,110	101	99	0.694962477842	1.0	0.463,0.459,0.486	0.441,0.457,0.474	0.012
33	"PFAS"	"PFAS"	chr17	+	8266500	8266898	8266752	8266898	8266233	8266353	33	6,1,0	19,26,19	5,5,2	14,7,16	198	99	0.0281612613715	0.374993297636	0.136,0.019,0.0	0.152,0.263,0.059	-0.106
34	"NEURL4"	"NEURL4"	chr17	-	7317460	7317684	7317460	7317573	7317787	7317932	34	6,6,1	12,30,13	1,7,4	20,15,14	198	99	0.941889145569	1.0	0.2,0.091,0.037	0.024,0.189,0.125	-0.003
35	"NEURL4"	"NEURL4"	chr17	-	7318268	7318674	7318268	7318356	7319049	7319208	35	24,18,9	1,2,1	16,11,13	1,3,1	198	99	0.704174611821	1.0	0.923,0.818,0.818	0.889,0.647,0.867	0.052
36	"NEURL4"	"NEURL4"	chr17	-	7318494	7318691	7318494	7318674	7319049	7319208	36	0,1,0	22,15,9	0,0,0	16,9,11	115	99	1	1.0	0.0,0.054,0.0	0.0,0.0,0.0	0.018
37	"NEURL4"	"NEURL4"	chr17	-	7324107	7324270	7324107	7324266	7324394	7324480	37	24,14,11	3,0,0	15,12,14	0,2,1	102	99	0.706830443573	1.0	0.886,1.0,1.0	1.0,0.853,0.931	0.034
38	"NEURL4"	"NEURL4"	chr17	-	7326710	7327009	7326710	7326910	7327164	7327230	38	36,38,22	0,0,0	33,21,21	0,1,2	197	99	0.817047987587	1.0	1.0,1.0,1.0	1.0,0.913,0.841	0.082
39	"LRRC29"	"LRRC29"	chr16	-	67210047	67210348	67210047	67210322	67223825	67223927	39	0,0,1	0,2,0	1,0,2	2,0,0	124	99	1	1.0	NA,0.0,1.0	0.285,NA,1.0	-0.142
47	"SRRT"	"SRRT"	chr7	+	100885212	100885370	100885215	100885370	100884922	100885040	47	95,102,57	68,67,50	81,57,74	70,43,45	101	99	0.968643604686	1.0	0.578,0.599,0.528	0.531,0.565,0.617	-0.003
48	"SRRT"	"SRRT"	chr7	+	100888041	100888143	100888053	100888143	100887702	100887859	48	156,217,113	21,25,14	166,130,104	45,19,13	110	99	0.0522269293009	0.553139768593	0.87,0.887,0.879	0.769,0.86,0.878	0.043
49	"SRRT"	"SRRT"	chr7	+	100888256	100888383	100888277	100888383	100888041	100888143	49	148,164,100	0,5,2	167,107,93	0,0,0	119	99	0.678616535764	1.0	1.0,0.965,0.977	1.0,1.0,1.0	-0.019
