ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
3	"CFAP69"	"CFAP69"	chr7	+	90268285	90268384	90268285	90268330	90271525	90271675	3	1,0,0	0,2,0	1,0,0	0,0,0	153	99	1	1.0	1.0,0.0,NA	1.0,NA,NA	-0.5
4	"MBD4"	"MBD4"	chr3	-	129436442	129437308	129436460	129437308	129434061	129434136	4	32,51,24	76,103,54	51,44,38	108,81,57	117	99	0.327225880349	1.0	0.263,0.295,0.273	0.285,0.315,0.361	-0.043
5	"MBD4"	"MBD4"	chr3	-	129437719	129437950	129437807	129437950	129434061	129434136	5	69,82,53	0,0,1	87,75,51	0,0,0	187	99	1	1.0	1.0,1.0,0.966	1.0,1.0,1.0	-0.011
8	"RNF25"	"RNF25"	chr2	-	218668238	218668341	218668278	218668341	218668078	218668146	8	55,52,34	2,0,1	51,26,41	1,2,0	139	99	1	1.0	0.951,1.0,0.96	0.973,0.903,1.0	0.012
9	"SLC44A2"	"SLC44A2"	chr19	+	10625519	10625670	10625519	10625549	10626252	10626301	9	1007,920,583	0,1,0	1146,751,788	0,0,0	220	99	1	1.0	1.0,0.998,1.0	1.0,1.0,1.0	-0.001
10	"SLC44A2"	"SLC44A2"	chr19	+	10634755	10635073	10634755	10634887	10635162	10635255	10	1462,1759,944	3,1,1	1653,1130,1083	2,1,1	285	99	1	1.0	0.994,0.998,0.997	0.997,0.997,0.997	-0.001
11	"SLC44A2"	"SLC44A2"	chr19	+	10634755	10635073	10634755	10634887	10636322	10636585	11	82,98,53	2,3,3	88,46,58	2,0,1	285	99	0.0489890418074	0.500628215063	0.934,0.919,0.86	0.939,1.0,0.953	-0.06
12	"NTMT1"	"NTMT1"	chr9	+	129632649	129632865	129632649	129632801	129634053	129634306	12	230,249,135	19,34,14	237,147,141	13,12,15	163	99	0.100433771265	0.729861658274	0.88,0.816,0.854	0.917,0.882,0.851	-0.033
13	"PARL"	"PARL"	chr3	-	183862696	183862801	183862752	183862801	183844230	183844326	13	10,16,9	91,122,55	17,8,3	102,65,63	155	99	0.819575982524	1.0	0.066,0.077,0.095	0.096,0.073,0.03	0.013
14	"DIS3L2"	"DIS3L2"	chr2	+	232130618	232130943	232130618	232130719	232136471	232136719	14	3,2,1	18,34,10	1,2,1	29,19,24	323	99	0.528237581758	1.0	0.049,0.018,0.03	0.01,0.031,0.013	0.014
15	"DIS3L2"	"DIS3L2"	chr2	+	232130618	232130943	232130618	232130719	232163458	232163632	15	2,2,1	0,0,0	1,2,1	1,2,2	323	99	6.01966831937e-09	4.09457839084e-06	1.0,1.0,1.0	0.235,0.235,0.133	0.799
16	"RIOK3"	"RIOK3"	chr18	+	23473428	23473626	23473428	23473483	23474947	23475107	16	122,143,78	1,3,4	150,96,91	0,0,0	242	99	0.017575329517	0.272787721914	0.98,0.951,0.889	1.0,1.0,1.0	-0.06
18	"ZNF101"	"ZNF101"	chr19	+	19677863	19677990	19677863	19677986	19678725	19678786	18	8,14,13	3,2,3	7,13,10	8,2,9	103	99	0.0517520215876	0.510673875708	0.719,0.871,0.806	0.457,0.862,0.516	0.187
25	"NEURL4"	"NEURL4"	chr17	-	7322947	7323123	7322953	7323123	7322734	7322866	25	15,20,16	3,4,5	10,11,13	8,3,5	105	99	0.139481475813	0.869612746197	0.825,0.825,0.751	0.541,0.776,0.71	0.125
26	"NEURL4"	"NEURL4"	chr17	-	7324798	7324980	7324910	7324980	7324394	7324480	26	66,59,49	1,2,1	45,55,33	0,1,0	211	99	0.255856444118	1.0	0.969,0.933,0.958	1.0,0.963,1.0	-0.034
27	"HSD17B4"	"HSD17B4"	chr5	+	119477416	119477501	119477416	119477492	119478833	119479021	27	149,161,94	0,0,1	165,100,101	0,0,2	108	99	1	1.0	1.0,1.0,0.989	1.0,1.0,0.979	0.003
30	"POLR3H"	"POLR3H"	chr22	-	41532603	41532745	41532658	41532745	41532093	41532157	30	29,67,24	148,157,111	45,28,19	164,116,65	154	99	0.792200384248	1.0	0.112,0.215,0.122	0.15,0.134,0.158	0.002
31	"SRRT"	"SRRT"	chr7	+	100885700	100885774	100885700	100885762	100885862	100885941	31	1,1,0	103,136,80	0,0,1	100,65,75	111	99	1	1.0	0.009,0.007,0.0	0.0,0.0,0.012	0.001
33	"CLPTM1"	"CLPTM1"	chr19	+	44954590	44955085	44954590	44954701	44961962	44962075	33	7,8,7	0,1,0	6,3,3	0,0,0	483	99	1	1.0	1.0,0.621,1.0	1.0,1.0,1.0	-0.126
35	"EXO1"	"EXO1"	chr1	+	241853357	241853481	241853357	241853472	241857344	241857482	35	77,113,41	1,1,2	120,57,34	4,0,0	108	99	0.72721996426	1.0	0.986,0.99,0.949	0.965,1.0,1.0	-0.013
37	"PLAU"	"PLAU"	chr10	+	73911524	73911925	73911524	73911612	73912040	73912068	37	9,8,4	41,39,25	11,15,15	84,59,54	412	99	0.699450251731	1.0	0.05,0.047,0.037	0.031,0.058,0.063	-0.006
38	"PLAU"	"PLAU"	chr10	+	73911524	73911925	73911524	73911612	73912214	73912322	38	9,8,4	0,0,0	10,15,15	6,0,4	412	99	1.1093393294e-06	0.000251524203953	1.0,1.0,1.0	0.286,1.0,0.474	0.413
41	"IKBKB"	"IKBKB"	chr8	+	42293442	42293568	42293442	42293512	42305186	42305275	41	2,1,0	16,19,3	2,0,0	16,4,13	155	99	1	1.0	0.074,0.033,0.0	0.074,0.0,0.0	0.011
46	"EML2"	"EML2"	chr19	-	45639294	45639397	45639356	45639397	45638844	45638873	46	8,3,9	52,59,46	20,13,4	69,59,47	161	99	0.0807210742301	0.653734514965	0.086,0.03,0.107	0.151,0.119,0.05	-0.032
49	"PSEN1"	"PSEN1"	chr14	+	73147966	73148106	73147966	73148094	73170796	73171047	49	45,63,44	51,51,32	48,32,44	56,43,29	111	99	0.527606861705	1.0	0.44,0.524,0.551	0.433,0.399,0.575	0.036
51	"WDR26"	"WDR26"	chr1	-	224431476	224431581	224431524	224431581	224419517	224419615	51	45,36,19	0,0,0	55,37,26	0,0,1	147	99	1	1.0	1.0,1.0,1.0	1.0,1.0,0.946	0.018
52	"WDR26"	"WDR26"	chr1	-	224431476	224431581	224431524	224431581	224424517	224424654	52	111,103,56	70,67,37	158,78,69	69,58,54	147	99	0.833062398169	1.0	0.516,0.509,0.505	0.607,0.475,0.463	-0.005
54	"DCUN1D1"	"DCUN1D1"	chr3	-	182965536	182965753	182965678	182965753	182963880	182964049	54	199,234,108	0,7,3	226,162,129	0,0,0	241	99	0.0104650930499	0.19663967659	1.0,0.932,0.937	1.0,1.0,1.0	-0.044
