"ID"	"GeneID"	"geneSymbol"	"chr"	"strand"	"exonStart_0base"	"exonEnd"	"upstreamES"	"upstreamEE"	"downstreamES"	"downstreamEE"	"ID.1"	"IJC_SAMPLE_1"	"SJC_SAMPLE_1"	"IJC_SAMPLE_2"	"SJC_SAMPLE_2"	"IncFormLen"	"SkipFormLen"	"PValue"	"FDR"	"IncLevel1"	"IncLevel2"	"IncLevelDifference"
76978	"MGST1"	"MGST1"	chr12	+	16357604	16357699	16354230	16354378	16363794	16363806	76978	1899,2318,1375	45,39,30	1734,1000,2020	119,75,100	193	99	1.11022302463e-16	1.56939988071e-13	0.956,0.968,0.959	0.882,0.872,0.912	0.072
41387	"DONSON"	"DONSON"	chr21	-	33583487	33583666	33581950	33582055	33584589	33584726	41387	166,150,85	28,54,20	165,103,143	195,106,173	198	99	3.33066907388e-16	4.59049465108e-13	0.748,0.581,0.68	0.297,0.327,0.292	0.364
11424	"ALKBH3"	"ALKBH3"	chr11	+	43892040	43892129	43889724	43889828	43901515	43901714	11424	92,109,54	10,3,5	194,85,185	92,62,87	187	99	5.55111512313e-16	7.11704597065e-13	0.83,0.951,0.851	0.527,0.421,0.53	0.385
18074	"SNRPB"	"SNRPB"	chr20	-	2467191	2467315	2465707	2465819	2467606	2467758	18074	58,79,37	953,1118,584	201,123,189	1117,683,1166	198	99	5.55111512313e-16	7.11704597065e-13	0.03,0.034,0.031	0.083,0.083,0.075	-0.049
48413	"TRA2A"	"TRA2A"	chr7	-	23522353	23522432	23521706	23521840	23531788	23532023	48413	14,18,9	71,99,43	92,48,79	116,46,74	177	99	5.55111512313e-16	7.11704597065e-13	0.099,0.092,0.105	0.307,0.369,0.374	-0.251
48409	"TRA2A"	"TRA2A"	chr7	-	23522120	23522432	23521706	23521840	23531788	23531980	48409	23,35,9	71,99,43	127,68,110	116,46,74	198	99	6.66133814775e-16	8.34635391103e-13	0.139,0.15,0.095	0.354,0.425,0.426	-0.274
74011	"PPP1R2"	"PPP1R2"	chr3	-	195523691	195523786	195519017	195519185	195524818	195524896	74011	321,338,237	4,6,0	383,198,337	37,15,36	193	99	9.99200722163e-16	1.22413190695e-12	0.976,0.967,1.0	0.842,0.871,0.828	0.134
55151	"EIF3I"	"EIF3I"	chr1	+	32226170	32226320	32224409	32224475	32228498	32228609	55151	867,1096,564	30,25,21	1196,674,1254	128,66,109	198	99	1.66533453694e-15	1.9958672396e-12	0.935,0.956,0.931	0.824,0.836,0.852	0.103
28695	"FLOT2"	"FLOT2"	chr17	-	28885856	28885947	28884224	28884315	28897525	28897652	28695	3,0,2	3,5,4	8,2,14	0,0,0	189	99	2.99760216649e-15	3.51612356252e-12	0.344,0.0,0.208	1.0,1.0,1.0	-0.816
43124	"HNRNPH1"	"HNRNPH1"	chr5	-	179619268	179619360	179618144	179618323	179620891	179620959	43124	566,618,378	79,77,34	465,249,461	158,75,148	190	99	4.21884749358e-15	4.84552213169e-12	0.789,0.807,0.853	0.605,0.634,0.619	0.197
35537	"EIF4A2"	"EIF4A2"	chr3	+	186784961	186785101	186784563	186784696	186785882	186785913	35537	1408,1627,942	133,135,61	1760,1067,1889	325,213,333	198	99	7.43849426499e-15	8.36906507814e-12	0.841,0.858,0.885	0.73,0.715,0.739	0.133
12093	"BIRC5"	"BIRC5"	chr17	+	78222827	78222992	78216663	78216781	78223464	78223554	12093	13,18,15	263,322,158	86,52,80	412,217,311	198	99	2.3758772727e-14	2.56827674596e-11	0.024,0.027,0.045	0.095,0.107,0.114	-0.073
45517	"ADRM1"	"ADRM1"	chr20	+	62304460	62304577	62303567	62303781	62306196	62306320	45517	1071,1205,643	30,53,22	1325,724,1398	10,10,4	198	99	2.35367281221e-14	2.56827674596e-11	0.947,0.919,0.936	0.985,0.973,0.994	-0.05
43125	"HNRNPH1"	"HNRNPH1"	chr5	-	179619268	179619407	179618144	179618323	179620891	179621035	43125	1279,1555,850	79,77,34	1167,625,1126	158,75,148	198	99	2.68673971959e-14	2.84846078348e-11	0.89,0.91,0.926	0.787,0.806,0.792	0.114
5232	"FBXL12"	"FBXL12"	chr19	-	9813230	9813274	9810266	9811717	9818544	9818617	5232	40,38,19	97,106,50	18,2,15	171,107,182	142	99	2.8088642523e-14	2.86764233758e-11	0.223,0.2,0.209	0.068,0.013,0.054	0.166
77510	"CD44"	"CD44"	chr11	+	35198120	35198246	35189834	35190065	35204511	35204640	77510	172,173,110	148,202,77	385,242,401	114,53,138	198	99	2.79776202206e-14	2.86764233758e-11	0.368,0.3,0.417	0.628,0.695,0.592	-0.277
36655	"KIAA1191"	"KIAA1191"	chr5	-	176359461	176359567	176348249	176348356	176359810	176359918	36655	111,115,74	13,13,12	129,83,96	62,48,77	198	99	7.16093850883e-14	7.17786436349e-11	0.81,0.816,0.755	0.51,0.464,0.384	0.341
43681	"EIF4A1"	"EIF4A1"	chr17	+	7573399	7573547	7572825	7572864	7574259	7574308	43681	3,4,3	465,576,278	46,28,30	585,322,523	198	99	7.31636973228e-14	7.20270470251e-11	0.003,0.003,0.005	0.038,0.042,0.028	-0.032
48411	"TRA2A"	"TRA2A"	chr7	-	23522131	23522432	23521706	23521840	23531788	23532041	48411	17,21,9	71,99,43	87,53,83	116,46,74	198	99	8.93729534823e-14	8.64408934295e-11	0.107,0.096,0.095	0.273,0.366,0.359	-0.233
42124	"TMEM183A"	"TMEM183A"	chr1	+	203017755	203017919	203015839	203016140	203018480	203018561	42124	37,34,35	246,285,138	128,83,153	286,175,324	198	99	9.30366894636e-14	8.8432977416e-11	0.07,0.056,0.113	0.183,0.192,0.191	-0.109
9738	"TPM3"	"TPM3"	chr1	-	154176114	154176248	154173083	154173201	154182987	154183119	9738	1197,1363,691	14,11,10	1136,634,1099	33,39,55	198	99	1.12021503185e-13	1.04673652044e-10	0.977,0.984,0.972	0.945,0.89,0.909	0.063
11055	"RIOK1"	"RIOK1"	chr6	+	7398697	7398740	7396702	7396772	7400957	7401050	11055	314,349,199	2,5,0	465,231,450	35,10,38	141	99	1.26010313295e-13	1.15489821713e-10	0.991,0.98,1.0	0.903,0.942,0.893	0.078
77511	"CD44"	"CD44"	chr11	+	35198120	35198246	35189834	35190065	35206111	35206243	77511	179,185,111	24,22,15	390,243,401	5,7,9	198	99	1.27786670134e-13	1.15489821713e-10	0.789,0.808,0.787	0.975,0.946,0.957	-0.165
49653	"ASPH"	"ASPH"	chr8	-	61646749	61646878	61644599	61644632	61651049	61651124	49653	687,811,523	58,92,53	461,285,430	119,71,111	198	99	1.43551837084e-13	1.27645367394e-10	0.856,0.815,0.831	0.66,0.667,0.66	0.172
60586	"SRSF7"	"SRSF7"	chr2	-	38748897	38749173	38748578	38748653	38749528	38749705	60586	14,9,0	738,1140,576	37,17,36	512,286,550	198	99	1.54321000423e-13	1.35043123069e-10	0.009,0.004,0.0	0.035,0.029,0.032	-0.028
27038	"ATXN2L"	"ATXN2L"	chr16	+	28832495	28832567	28832186	28832399	28832816	28832887	27038	262,316,177	6,9,9	296,154,281	44,31,38	170	99	1.86739512742e-13	1.60858583398e-10	0.962,0.953,0.92	0.797,0.743,0.812	0.161
49624	"ITPA"	"ITPA"	chr20	+	3213318	3213383	3213168	3213226	3213984	3214058	49624	287,269,192	4,5,6	299,128,251	26,17,42	163	99	3.08753023148e-13	2.61870064095e-10	0.978,0.97,0.951	0.875,0.821,0.784	0.14
7899	"TIMM8B"	"TIMM8B"	chr11	-	112085977	112086310	112084799	112085462	112086639	112086798	7899	60,83,53	272,382,181	136,88,154	235,150,232	198	99	3.69482222595e-13	3.08629620177e-10	0.099,0.098,0.128	0.224,0.227,0.249	-0.125
47486	"SLC25A17"	"SLC25A17"	chr22	-	40799022	40799040	40792524	40792676	40819194	40819316	47486	1,1,1	0,0,0	0,2,2	8,4,4	116	99	4.8061554736e-13	3.95467688447e-10	1.0,1.0,1.0	0.0,0.299,0.299	0.801
20595	"PRDM4"	"PRDM4"	chr12	-	107751414	107752209	107746274	107746424	107753923	107754109	20595	68,67,25	1,1,0	120,86,128	29,24,22	198	99	5.72430991497e-13	4.64090008253e-10	0.971,0.971,1.0	0.674,0.642,0.744	0.294
7225	"HNRNPC"	"HNRNPC"	chr14	-	21263666	21263829	21263310	21263336	21269297	21269406	7225	130,98,66	1156,1322,669	168,107,179	845,453,842	198	99	6.45927755727e-13	5.16086915554e-10	0.053,0.036,0.047	0.09,0.106,0.096	-0.052
