"ID"	"GeneID"	"geneSymbol"	"chr"	"strand"	"riExonStart_0base"	"riExonEnd"	"upstreamES"	"upstreamEE"	"downstreamES"	"downstreamEE"	"ID.1"	"IJC_SAMPLE_1"	"SJC_SAMPLE_1"	"IJC_SAMPLE_2"	"SJC_SAMPLE_2"	"IncFormLen"	"SkipFormLen"	"PValue"	"FDR"	"IncLevel1"	"IncLevel2"	"IncLevelDifference"
1865	"SNHG1"	"SNHG1"	chr11	-	62853800	62854064	62853800	62853833	62854017	62854064	1865	95,115,52	115,127,75	85,45,79	335,169,309	198	99	1.11022302463e-16	3.97792909725e-14	0.292,0.312,0.257	0.113,0.117,0.113	0.173
5329	"SNHG12"	"SNHG12"	chr1	-	28579532	28579981	28579532	28579587	28579911	28579981	5329	51,68,17	23,23,9	23,14,17	68,27,55	198	99	6.66133814775e-16	2.16977950758e-13	0.526,0.596,0.486	0.145,0.206,0.134	0.374
2264	"NSD1"	"NSD1"	chr5	+	177135086	177136030	177135086	177135200	177135940	177136030	2264	15,20,11	43,36,21	4,1,3	110,55,87	198	99	7.77156117238e-16	2.32045864005e-13	0.149,0.217,0.208	0.018,0.009,0.017	0.177
1234	"NCK1"	"NCK1"	chr3	+	136945582	136946295	136945582	136945752	136946151	136946295	1234	99,102,62	3,6,8	267,163,253	125,62,117	198	99	4.55191440096e-15	1.25457763836e-12	0.943,0.895,0.795	0.516,0.568,0.52	0.343
976	"ALKBH2"	"ALKBH2"	chr12	-	109092506	109093472	109092506	109092787	109093246	109093472	976	62,80,59	36,39,20	100,35,92	200,90,160	198	99	7.21644966006e-15	1.84689565229e-12	0.463,0.506,0.596	0.2,0.163,0.223	0.326
1670	"DDX39A"	"DDX39A"	chr19	-	14409302	14409645	14409302	14409447	14409535	14409645	1670	17,34,15	266,312,151	98,55,97	300,182,331	186	99	1.65423230669e-14	3.95140956991e-12	0.033,0.055,0.05	0.148,0.139,0.135	-0.095
5775	"C5orf45"	"C5orf45"	chr5	-	179837275	179840959	179837275	179837885	179840871	179840959	5775	83,81,46	29,24,13	94,45,72	98,54,98	198	99	2.31703545239e-13	5.1887112662e-11	0.589,0.628,0.639	0.324,0.294,0.269	0.323
2555	"WRAP53"	"WRAP53"	chr17	+	7688476	7689079	7688476	7688561	7688647	7689079	2555	17,30,18	54,41,28	10,1,7	93,49,123	184	99	4.85944617878e-13	1.02419974462e-10	0.145,0.282,0.257	0.055,0.011,0.03	0.196
6238	"ST3GAL1"	"ST3GAL1"	chr8	-	133475718	133476600	133475718	133476074	133476277	133476600	6238	65,82,36	94,95,69	10,2,7	59,26,64	198	99	7.7815531796e-13	1.54896139125e-10	0.257,0.301,0.207	0.078,0.037,0.052	0.199
1291	"CIRBP"	"CIRBP"	chr19	+	1271139	1271365	1271139	1271246	1271328	1271365	1291	17,12,10	360,335,204	39,22,42	225,147,206	180	99	1.84452453311e-12	3.14711019149e-10	0.025,0.019,0.026	0.087,0.076,0.101	-0.065
3533	"RPL10A"	"RPL10A"	chr6	+	35468946	35469529	35468946	35469027	35469380	35469529	3533	277,262,173	2118,2437,1488	394,241,410	1757,998,1719	198	99	1.81754611361e-12	3.14711019149e-10	0.061,0.051,0.055	0.101,0.108,0.107	-0.05
6004	"SRSF5"	"SRSF5"	chr14	+	69768797	69770540	69768797	69769251	69770466	69770540	6004	87,91,55	536,532,374	130,58,92	282,146,264	198	99	1.74094072491e-12	3.14711019149e-10	0.075,0.079,0.068	0.187,0.166,0.148	-0.093
310	"SLU7"	"SLU7"	chr5	-	160418595	160419081	160418595	160418685	160419022	160419081	310	1,12,5	0,0,0	5,3,5	9,3,5	198	99	2.72426525783e-12	4.34459038794e-10	1.0,1.0,1.0	0.217,0.333,0.333	0.706
1306	"ZNF131"	"ZNF131"	chr5	+	43161248	43161931	43161248	43161606	43161708	43161931	1306	46,40,25	42,62,21	37,26,34	206,107,153	198	99	2.78888023786e-12	4.34459038794e-10	0.354,0.244,0.373	0.082,0.108,0.1	0.227
2809	"TINAGL1"	"TINAGL1"	chr1	+	31585439	31586755	31585439	31585876	31586709	31586755	2809	81,102,37	835,981,526	50,35,52	1555,811,1533	198	99	4.15967260636e-12	6.21004456191e-10	0.046,0.049,0.034	0.016,0.021,0.017	0.025
2142	"THAP7"	"THAP7"	chr22	-	21000646	21001411	21000646	21000787	21001255	21001411	2142	17,45,12	142,179,102	14,13,9	335,201,373	198	99	2.91500157346e-11	4.17778025508e-09	0.056,0.112,0.056	0.02,0.031,0.012	0.054
384	"BCKDHA"	"BCKDHA"	chr19	+	41410636	41411009	41410636	41410816	41410922	41411009	384	2,5,0	118,142,98	23,12,23	136,81,144	198	99	4.08244549277e-11	5.62592392331e-09	0.008,0.017,0.0	0.078,0.069,0.074	-0.065
